UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,81,13,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
New York,76,0,,,0,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
California,64,1,,1,1,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Massachusetts,13,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Colorado,8,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Florida,7,2,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Oregon,7,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Texas,6,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Illinois,5,0,,,2,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Arizona,5,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
New Jersey,4,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Maryland,3,0,0,0,0,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Georgia,3,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Rhode Island,3,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
New Hampshire,2,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Pennsylvania,2,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Nevada,2,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
North Carolina,2,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
South Carolina,2,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Utah,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Minnesota,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Oklahoma,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Indiana,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Tennessee,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Kentucky,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Wisconsin,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Nebraska,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Hawaii,1,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Wuhan,3,0,,,,,Sat Mar  7 10:34:19 PST 2020,1583606059
Grand Princess,21,0,,,,Source,Sat Mar  7 10:34:19 PST 2020,1583606059
Diamond Princess,45,0,,,2,,Sat Mar  7 10:34:19 PST 2020,1583606059
U.S. TOTAL,373,16,0,0,5,,Sat Mar  7 10:34:19 PST 2020,1583606059
