UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
California,64,1,,1,1,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
New York,44,0,0,0,0,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Massachusetts,8,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Colorado,8,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Texas,6,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Illinois,5,0,,,2,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Florida,4,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
New Jersey,4,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Maryland,3,0,0,0,0,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Oregon,3,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Georgia,3,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Arizona,3,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Rhode Island,3,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
New Hampshire,2,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Pennsylvania,2,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Nevada,2,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
North Carolina,2,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Oklahoma,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Indiana,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Tennessee,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Kentucky,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Wisconsin,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Nebraska,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Hawaii,1,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Wuhan,3,0,,,,,Fri Mar  6 17:53:28 PST 2020,1583546008
Grand Princess,21,0,,,,Source,Fri Mar  6 17:53:28 PST 2020,1583546008
Diamond Princess,45,0,,,2,,Fri Mar  6 17:53:28 PST 2020,1583546008
U.S. TOTAL,321,14,0,0,5,,Fri Mar  6 17:53:28 PST 2020,1583546008
