UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
California,60,1,,1,1,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
New York,33,0,0,0,0,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Massachusetts,8,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Texas,6,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Illinois,5,0,,,2,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Florida,4,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Maryland,3,0,0,0,0,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Oregon,3,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Georgia,3,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
New Hampshire,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Rhode Island,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
New Jersey,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Colorado,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Nevada,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
North Carolina,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Indiana,1,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Tennessee,1,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Wisconsin,1,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Arizona,3,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Pennsylvania,2,0,,,,Source,Fri Mar  6 13:16:31 PST 2020,1583529391
Wuhan,3,0,,,,,Fri Mar  6 13:16:31 PST 2020,1583529391
Diamond Princess,45,0,,,2,,Fri Mar  6 13:16:31 PST 2020,1583529391
U.S. TOTAL,272,14,0,0,5,,Fri Mar  6 13:16:31 PST 2020,1583529391
