UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,80,13,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
New York,76,0,,,0,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
California,64,1,,1,1,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Massachusetts,8,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Colorado,8,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Florida,7,2,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Texas,6,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Illinois,5,0,,,2,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
New Jersey,4,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Maryland,3,0,0,0,0,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Oregon,3,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Georgia,3,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Arizona,3,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Rhode Island,3,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
New Hampshire,2,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Pennsylvania,2,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Nevada,2,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
North Carolina,2,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
South Carolina,2,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Utah,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Minnesota,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Oklahoma,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Indiana,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Tennessee,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Kentucky,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Wisconsin,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Nebraska,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Hawaii,1,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Wuhan,3,0,,,,,Sat Mar  7 09:17:22 PST 2020,1583601442
Grand Princess,21,0,,,,Source,Sat Mar  7 09:17:22 PST 2020,1583601442
Diamond Princess,45,0,,,2,,Sat Mar  7 09:17:22 PST 2020,1583601442
U.S. TOTAL,361,16,0,0,5,,Sat Mar  7 09:17:22 PST 2020,1583601442
