UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
California,60,1,,1,1,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
New York,33,0,0,0,0,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Massachusetts,8,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Texas,6,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Illinois,5,0,,,2,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Florida,4,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Maryland,3,0,0,0,0,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Oregon,3,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Georgia,3,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
New Hampshire,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Rhode Island,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
New Jersey,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Colorado,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Nevada,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
North Carolina,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Indiana,1,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Tennessee,1,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Wisconsin,1,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Arizona,3,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Pennsylvania,2,0,,,,Source,Fri Mar  6 13:35:14 PST 2020,1583530514
Wuhan,3,0,,,,,Fri Mar  6 13:35:14 PST 2020,1583530514
Diamond Princess,45,0,,,2,,Fri Mar  6 13:35:14 PST 2020,1583530514
U.S. TOTAL,272,14,0,0,5,,Fri Mar  6 13:35:14 PST 2020,1583530514
