UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,267,24,,,1,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
New York,173,0,,,0,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
California,109,3,,1,1,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Massachusetts,92,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Georgia,22,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Florida,21,2,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Illinois,19,0,,,2,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
New Jersey,15,1,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Oregon,15,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Pennsylvania,11,0,,1,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
South Carolina,9,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Colorado,8,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Kentucky,8,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Texas,7,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Maryland,6,0,0,0,0,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Arizona,5,0,,,1,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Virginia,5,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
North Dakota,5,1,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
New Hampshire,4,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Nevada,4,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Rhode Island,3,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Tennessee,3,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Iowa,3,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Ohio,3,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Minnesota,3,0,,1,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Wisconsin,3,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
North Carolina,2,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Indiana,2,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Hawaii,2,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Michigan,2,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Vermont,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Utah,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Kansas,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Missouri,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Oklahoma,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Nebraska,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
District of Columbia,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Connecticut,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Louisiana,1,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Wuhan,3,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Grand Princess,21,0,,,,Source,Tue Mar 10 21:41:00 PDT 2020,1583901660
Diamond Princess,45,0,,,2,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Alabama,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Alaska,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Arkansas,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Delaware,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Idaho,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Maine,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Mississippi,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Montana,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
New Mexico,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
South Dakota,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
West Virginia,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Wyoming,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
American Samoa,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Guam,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Northern Mariana Islands,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
Puerto Rico,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
U.S. Virgin Islands,0,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
TBD,103,0,,,,,Tue Mar 10 21:41:00 PDT 2020,1583901660
U.S. TOTAL,1012,31,0,3,7,,Tue Mar 10 21:41:00 PDT 2020,1583901660
