UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,103,16,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
New York,89,0,,,0,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
California,83,1,,1,1,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Massachusetts,13,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Florida,11,2,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Colorado,8,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Oregon,7,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Texas,6,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Georgia,5,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Illinois,5,0,,,2,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Arizona,5,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
New Jersey,4,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Pennsylvania,4,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Maryland,3,0,0,0,0,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Rhode Island,3,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
New Hampshire,2,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Nevada,2,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
North Carolina,2,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
South Carolina,2,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Virginia,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Utah,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Kansas,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Missouri,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Minnesota,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Oklahoma,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Indiana,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Tennessee,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Kentucky,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Wisconsin,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Nebraska,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Hawaii,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
District of Columbia,1,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Wuhan,3,0,,,,,Sat Mar  7 19:08:46 PST 2020,1583636926
Grand Princess,21,0,,,,Source,Sat Mar  7 19:08:46 PST 2020,1583636926
Diamond Princess,45,0,,,2,,Sat Mar  7 19:08:46 PST 2020,1583636926
U.S. TOTAL,439,19,0,0,5,,Sat Mar  7 19:08:46 PST 2020,1583636926
