UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,80,13,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
California,64,1,,1,1,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
New York,44,0,0,0,0,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Massachusetts,8,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Colorado,8,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Florida,7,2,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Texas,6,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Illinois,5,0,,,2,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
New Jersey,4,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Maryland,3,0,0,0,0,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Oregon,3,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Georgia,3,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Arizona,3,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Rhode Island,3,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
New Hampshire,2,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Pennsylvania,2,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Nevada,2,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
North Carolina,2,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
South Carolina,2,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Utah,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Minnesota,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Oklahoma,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Indiana,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Tennessee,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Kentucky,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Wisconsin,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Nebraska,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Hawaii,1,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Wuhan,3,0,,,,,Sat Mar  7 08:37:41 PST 2020,1583599061
Grand Princess,21,0,,,,Source,Sat Mar  7 08:37:41 PST 2020,1583599061
Diamond Princess,45,0,,,2,,Sat Mar  7 08:37:41 PST 2020,1583599061
U.S. TOTAL,329,16,0,0,5,,Sat Mar  7 08:37:41 PST 2020,1583599061
