UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,80,13,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
California,64,1,,1,1,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
New York,44,0,0,0,0,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Massachusetts,8,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Colorado,8,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Florida,7,2,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Texas,6,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Illinois,5,0,,,2,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
New Jersey,4,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Maryland,3,0,0,0,0,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Oregon,3,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Georgia,3,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Arizona,3,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Rhode Island,3,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
New Hampshire,2,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Pennsylvania,2,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Nevada,2,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
North Carolina,2,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
South Carolina,2,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Utah,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Minnesota,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Oklahoma,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Indiana,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Tennessee,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Kentucky,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Wisconsin,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Nebraska,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Hawaii,1,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Wuhan,3,0,,,,,Fri Mar  6 20:47:08 PST 2020,1583556428
Grand Princess,21,0,,,,Source,Fri Mar  6 20:47:08 PST 2020,1583556428
Diamond Princess,45,0,,,2,,Fri Mar  6 20:47:08 PST 2020,1583556428
U.S. TOTAL,329,16,0,0,5,,Fri Mar  6 20:47:08 PST 2020,1583556428
