UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
California,64,1,,1,1,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
New York,44,0,0,0,0,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Massachusetts,8,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Colorado,8,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Florida,7,2,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Texas,6,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Illinois,5,0,,,2,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
New Jersey,4,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Maryland,3,0,0,0,0,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Oregon,3,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Georgia,3,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Arizona,3,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Rhode Island,3,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
New Hampshire,2,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Pennsylvania,2,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Nevada,2,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
North Carolina,2,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Utah,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Minnesota,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Oklahoma,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Indiana,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Tennessee,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Kentucky,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Wisconsin,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Nebraska,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Hawaii,1,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Wuhan,3,0,,,,,Fri Mar  6 19:48:29 PST 2020,1583552909
Grand Princess,21,0,,,,Source,Fri Mar  6 19:48:29 PST 2020,1583552909
Diamond Princess,45,0,,,2,,Fri Mar  6 19:48:29 PST 2020,1583552909
U.S. TOTAL,326,16,0,0,5,,Fri Mar  6 19:48:29 PST 2020,1583552909
