UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
California,57,1,,1,1,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
New York,33,0,0,0,0,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Massachusetts,8,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Texas,6,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Illinois,5,0,,,2,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Florida,4,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Maryland,3,0,0,0,0,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Oregon,3,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Georgia,3,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
New Hampshire,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Rhode Island,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
New Jersey,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Colorado,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Nevada,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
North Carolina,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Indiana,1,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Tennessee,1,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Wisconsin,1,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Arizona,1,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Pennsylvania,2,0,,,,Source,Fri Mar  6 12:43:10 PST 2020,1583527390
Wuhan,3,0,,,,,Fri Mar  6 12:43:10 PST 2020,1583527390
Diamond Princess,45,0,,,2,,Fri Mar  6 12:43:10 PST 2020,1583527390
U.S. TOTAL,267,14,0,0,5,,Fri Mar  6 12:43:10 PST 2020,1583527390
