UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
California,64,1,,1,1,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
New York,44,0,0,0,0,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Massachusetts,8,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Colorado,8,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Florida,7,2,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Texas,6,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Illinois,5,0,,,2,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
New Jersey,4,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Maryland,3,0,0,0,0,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Oregon,3,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Georgia,3,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Arizona,3,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Rhode Island,3,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
New Hampshire,2,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Pennsylvania,2,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Nevada,2,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
North Carolina,2,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Minnesota,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Oklahoma,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Indiana,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Tennessee,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Kentucky,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Wisconsin,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Nebraska,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Hawaii,1,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Wuhan,3,0,,,,,Fri Mar  6 19:31:41 PST 2020,1583551901
Grand Princess,21,0,,,,Source,Fri Mar  6 19:31:41 PST 2020,1583551901
Diamond Princess,45,0,,,2,,Fri Mar  6 19:31:41 PST 2020,1583551901
U.S. TOTAL,325,16,0,0,5,,Fri Mar  6 19:31:41 PST 2020,1583551901
