UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,103,16,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
New York,89,0,,,0,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
California,83,1,,1,1,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Massachusetts,13,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Florida,10,2,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Colorado,8,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Oregon,7,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Texas,6,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Georgia,5,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Illinois,5,0,,,2,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Arizona,5,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
New Jersey,4,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Pennsylvania,4,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Maryland,3,0,0,0,0,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Rhode Island,3,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
New Hampshire,2,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Nevada,2,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
North Carolina,2,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
South Carolina,2,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Virginia,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Utah,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Kansas,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Missouri,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Minnesota,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Oklahoma,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Indiana,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Tennessee,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Kentucky,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Wisconsin,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Nebraska,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Hawaii,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
District of Columbia,1,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Wuhan,3,0,,,,,Sat Mar  7 18:11:25 PST 2020,1583633485
Grand Princess,21,0,,,,Source,Sat Mar  7 18:11:25 PST 2020,1583633485
Diamond Princess,45,0,,,2,,Sat Mar  7 18:11:25 PST 2020,1583633485
U.S. TOTAL,438,19,0,0,5,,Sat Mar  7 18:11:25 PST 2020,1583633485
