UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,80,13,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
California,64,1,,1,1,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
New York,44,0,0,0,0,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Massachusetts,8,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Colorado,8,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Florida,7,2,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Texas,6,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Illinois,5,0,,,2,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
New Jersey,4,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Maryland,3,0,0,0,0,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Oregon,3,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Georgia,3,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Arizona,3,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Rhode Island,3,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
New Hampshire,2,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Pennsylvania,2,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Nevada,2,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
North Carolina,2,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
South Carolina,2,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Utah,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Minnesota,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Oklahoma,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Indiana,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Tennessee,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Kentucky,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Wisconsin,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Nebraska,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Hawaii,1,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Wuhan,3,0,,,,,Fri Mar  6 20:33:14 PST 2020,1583555594
Grand Princess,21,0,,,,Source,Fri Mar  6 20:33:14 PST 2020,1583555594
Diamond Princess,45,0,,,2,,Fri Mar  6 20:33:14 PST 2020,1583555594
U.S. TOTAL,329,16,0,0,5,,Fri Mar  6 20:33:14 PST 2020,1583555594
