UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,103,16,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
New York,89,0,,,0,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
California,83,1,,1,1,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Massachusetts,13,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Florida,10,2,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Colorado,8,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Oregon,7,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Texas,6,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Georgia,5,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Illinois,5,0,,,2,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Arizona,5,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
New Jersey,4,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Pennsylvania,4,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Maryland,3,0,0,0,0,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Rhode Island,3,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
New Hampshire,2,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Nevada,2,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
North Carolina,2,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
South Carolina,2,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Virginia,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Utah,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Kansas,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Missouri,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Minnesota,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Oklahoma,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Indiana,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Tennessee,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Kentucky,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Wisconsin,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Nebraska,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Hawaii,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
District of Columbia,1,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Wuhan,3,0,,,,,Sat Mar  7 17:10:33 PST 2020,1583629833
Grand Princess,21,0,,,,Source,Sat Mar  7 17:10:33 PST 2020,1583629833
Diamond Princess,45,0,,,2,,Sat Mar  7 17:10:33 PST 2020,1583629833
U.S. TOTAL,438,19,0,0,5,,Sat Mar  7 17:10:33 PST 2020,1583629833
