UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,103,16,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
New York,89,0,,,0,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
California,83,1,,1,1,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Massachusetts,13,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Florida,10,2,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Colorado,8,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Oregon,7,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Texas,6,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Georgia,5,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Illinois,5,0,,,2,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Arizona,5,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
New Jersey,4,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Pennsylvania,4,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Maryland,3,0,0,0,0,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Rhode Island,3,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
New Hampshire,2,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Nevada,2,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
North Carolina,2,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
South Carolina,2,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Virginia,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Utah,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Kansas,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Missouri,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Minnesota,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Oklahoma,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Indiana,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Tennessee,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Kentucky,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Wisconsin,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Nebraska,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Hawaii,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
District of Columbia,1,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Wuhan,3,0,,,,,Sat Mar  7 17:54:28 PST 2020,1583632468
Grand Princess,21,0,,,,Source,Sat Mar  7 17:54:28 PST 2020,1583632468
Diamond Princess,45,0,,,2,,Sat Mar  7 17:54:28 PST 2020,1583632468
U.S. TOTAL,438,19,0,0,5,,Sat Mar  7 17:54:28 PST 2020,1583632468
