UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
California,60,1,,1,1,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
New York,44,0,0,0,0,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Massachusetts,8,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Texas,6,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Illinois,5,0,,,2,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Florida,4,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Maryland,3,0,0,0,0,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Oregon,3,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Georgia,3,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Arizona,3,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
New Hampshire,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Pennsylvania,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Rhode Island,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
New Jersey,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Colorado,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Nevada,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
North Carolina,2,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Indiana,1,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Tennessee,1,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Kentucky,1,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Wisconsin,1,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Wuhan,3,0,,,,,Fri Mar  6 14:57:58 PST 2020,1583535478
Grand Princess,21,0,,,,Source,Fri Mar  6 14:57:58 PST 2020,1583535478
Diamond Princess,45,0,,,2,,Fri Mar  6 14:57:58 PST 2020,1583535478
U.S. TOTAL,305,14,0,0,5,,Fri Mar  6 14:57:58 PST 2020,1583535478
