UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,79,13,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
California,64,1,,1,1,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
New York,44,0,0,0,0,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Massachusetts,8,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Colorado,8,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Texas,6,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Illinois,5,0,,,2,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Florida,4,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
New Jersey,4,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Maryland,3,0,0,0,0,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Oregon,3,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Georgia,3,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Arizona,3,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Rhode Island,3,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
New Hampshire,2,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Pennsylvania,2,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Nevada,2,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
North Carolina,2,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Oklahoma,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Indiana,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Tennessee,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Kentucky,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Wisconsin,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Nebraska,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Hawaii,1,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Wuhan,3,0,,,,,Fri Mar  6 18:35:56 PST 2020,1583548556
Grand Princess,21,0,,,,Source,Fri Mar  6 18:35:56 PST 2020,1583548556
Diamond Princess,45,0,,,2,,Fri Mar  6 18:35:56 PST 2020,1583548556
U.S. TOTAL,321,14,0,0,5,,Fri Mar  6 18:35:56 PST 2020,1583548556
