UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,123,19,,,1,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
New York,108,0,,,0,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
California,96,1,,1,1,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Massachusetts,28,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Oregon,14,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Florida,12,2,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Georgia,11,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Colorado,8,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Illinois,7,0,,,2,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Texas,7,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
New Jersey,6,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Pennsylvania,6,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
South Carolina,6,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Arizona,5,0,,,1,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Maryland,5,0,0,0,0,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
New Hampshire,4,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Kentucky,4,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Nevada,4,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Rhode Island,3,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Tennessee,3,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Iowa,3,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
North Carolina,2,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Indiana,2,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Virginia,2,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Minnesota,2,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Hawaii,2,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Vermont,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Utah,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Kansas,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Missouri,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Oklahoma,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Wisconsin,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Nebraska,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
District of Columbia,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Connecticut,1,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Wuhan,3,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Grand Princess,21,0,,,,Source,Mon Mar  9 08:34:31 PDT 2020,1583768071
Diamond Princess,45,0,,,2,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Alabama,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Alaska,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Arkansas,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Delaware,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Idaho,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Louisiana,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Maine,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Michigan,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Mississippi,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Montana,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
New Mexico,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
North Dakota,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Ohio,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
South Dakota,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
West Virginia,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Wyoming,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
American Samoa,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Guam,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Northern Mariana Islands,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
Puerto Rico,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
U.S. Virgin Islands,0,0,,,,,Mon Mar  9 08:34:31 PDT 2020,1583768071
U.S. TOTAL,551,22,0,1,7,,Mon Mar  9 08:34:31 PDT 2020,1583768071
