UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,80,13,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
California,64,1,,1,1,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
New York,44,0,0,0,0,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Massachusetts,8,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Colorado,8,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Florida,7,2,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Texas,6,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Illinois,5,0,,,2,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
New Jersey,4,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Maryland,3,0,0,0,0,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Oregon,3,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Georgia,3,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Arizona,3,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Rhode Island,3,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
New Hampshire,2,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Pennsylvania,2,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Nevada,2,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
North Carolina,2,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
South Carolina,2,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Utah,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Minnesota,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Oklahoma,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Indiana,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Tennessee,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Kentucky,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Wisconsin,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Nebraska,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Hawaii,1,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Wuhan,3,0,,,,,Fri Mar  6 22:23:11 PST 2020,1583562191
Grand Princess,21,0,,,,Source,Fri Mar  6 22:23:11 PST 2020,1583562191
Diamond Princess,45,0,,,2,,Fri Mar  6 22:23:11 PST 2020,1583562191
U.S. TOTAL,329,16,0,0,5,,Fri Mar  6 22:23:11 PST 2020,1583562191
