UNITED STATES,Cases,Deaths,Serious,Critical,Recovered,Links,date2,unixtime
Washington,367,29,,,1,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
New York,216,0,,,0,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
California,109,3,,1,1,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Massachusetts,92,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
New Jersey,23,1,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Georgia,22,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Florida,21,2,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Illinois,19,0,,,2,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Oregon,15,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Iowa,14,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Pennsylvania,11,0,,1,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
South Carolina,9,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Arizona,9,0,,,1,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Colorado,8,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Kentucky,8,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Texas,7,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Maryland,6,0,0,0,0,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Wisconsin,6,0,,,1,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Virginia,5,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
South Dakota,5,1,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
New Hampshire,4,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Nevada,4,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Rhode Island,3,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Tennessee,3,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Ohio,3,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Minnesota,3,0,,1,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
North Carolina,2,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Indiana,2,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Hawaii,2,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Michigan,2,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Connecticut,2,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Vermont,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Utah,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Kansas,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Missouri,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Oklahoma,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Nebraska,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
District of Columbia,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Mississippi,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Louisiana,1,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Wuhan,3,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Grand Princess,21,0,,,,Source,Thu Mar 12 22:22:54 PDT 2020,1584076974
Diamond Princess,45,0,,,2,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Alabama,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Alaska,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Arkansas,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Delaware,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Idaho,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Maine,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Montana,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
New Mexico,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
North Dakota,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
West Virginia,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Wyoming,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
American Samoa,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Guam,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Northern Mariana Islands,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
Puerto Rico,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
U.S. Virgin Islands,0,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
TBD,256,0,,,,,Thu Mar 12 22:22:54 PDT 2020,1584076974
U.S. TOTAL,1336,36,0,3,8,,Thu Mar 12 22:22:54 PDT 2020,1584076974
