china,location,Cases,Deaths,Notes,date2,unixtime
inside,Hubei province (includes Wuhan),66337,2727,"7,370 serious",Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Guangdong province,1348,7,"21 serious, 22 critical",Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Henan province,1272,20,"9 serious, 9 critical",Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Zhejiang province,1205,1,"10 serious, 11 critical",Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Hunan province,1017,4,18 serious,Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Beijing,410,7,,Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Shanghai,337,3,"9 serious, 3 critical",Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Other regions,7321,64,,Fri Feb 28 18:49:29 PST 2020,1582944569
inside,Undisclosed,4,2,,Fri Feb 28 18:49:29 PST 2020,1582944569
inside,TOTAL,79251,2835,"7,664 serious39,002 recovered1,418 suspected",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Diamond Princess,705,6,"36 serious, 10 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,South Korea,2931,16,"7 critical, 24 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Italy,889,21,"64 serious, 46 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Japan,234*,5,"20 serious, 32 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Iran,388,34,73 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Singapore,96,0,"8 critical, 66 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Hong Kong,93,2,"4 critical, 2 serious, 18 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,United States,64,0,"1 serious, 6 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Thailand,41,0,"2 serious, 15 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Taiwan,34,1,5 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Malaysia,25,0,17 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Australia,25,0,15 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Germany,48,0,"2 critical, 16 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Vietnam,16,0,16 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,UAE,19,0,"2 serious, 5 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,United Kingdom,20,0,8 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,France,57,2,"1 serious, 11 recovered",Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Canada,15,0,3 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Macau,10,0,6 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Bahrain,38,0,,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Kuwait,45,0,,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Iraq,8,0,,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,Philippines,3,1,2 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
outside,India,3,0,3 recovered,Fri Feb 28 18:49:29 PST 2020,1582944569
