OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80555,3042,5737,,53726,Fri Mar  6 16:20:49 PST 2020,1583540449
South Korea,6593,42,27,25,108,Fri Mar  6 16:20:49 PST 2020,1583540449
Iran,4747,124,,,913,Fri Mar  6 16:20:49 PST 2020,1583540449
Italy,4636,197,462,,523,Fri Mar  6 16:20:49 PST 2020,1583540449
Diamond Princess,696,6,34,,40,Fri Mar  6 16:20:49 PST 2020,1583540449
Germany,639,0,,2,17,Fri Mar  6 16:20:49 PST 2020,1583540449
France,613,9,23,,12,Fri Mar  6 16:20:49 PST 2020,1583540449
Japan,350,6,29,,10,Fri Mar  6 16:20:49 PST 2020,1583540449
United States,317,14,2,6,9,Fri Mar  6 16:20:49 PST 2020,1583540449
Spain,296,3,7,,2,Fri Mar  6 16:20:49 PST 2020,1583540449
Switzerland,210,1,,,,Fri Mar  6 16:20:49 PST 2020,1583540449
United Kingdom,164,1,,,12,Fri Mar  6 16:20:49 PST 2020,1583540449
Sweden,136,0,,,,Fri Mar  6 16:20:49 PST 2020,1583540449
Singapore,130,0,,9,82,Fri Mar  6 16:20:49 PST 2020,1583540449
Netherlands,128,1,1,,,Fri Mar  6 16:20:49 PST 2020,1583540449
Belgium,109,0,1,,1,Fri Mar  6 16:20:49 PST 2020,1583540449
Hong Kong,108,2,2,4,51,Fri Mar  6 16:20:49 PST 2020,1583540449
Norway,101,0,,,,Fri Mar  6 16:20:49 PST 2020,1583540449
Malaysia,83,0,,,23,Fri Mar  6 16:20:49 PST 2020,1583540449
Australia,61,2,,,22,Fri Mar  6 16:20:49 PST 2020,1583540449
Kuwait,58,0,0,0,0,Fri Mar  6 16:20:49 PST 2020,1583540449
Austria,55,0,,,,Fri Mar  6 16:20:49 PST 2020,1583540449
Bahrain,49,0,,,1,Fri Mar  6 16:20:49 PST 2020,1583540449
Canada,52,0,,1,8,Fri Mar  6 16:20:49 PST 2020,1583540449
