OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
China,80844,3199,3226,,66911,Sun Mar 15 17:37:37 PDT 2020,1584319057
Italy,24747,1809,1672,,2335,Sun Mar 15 17:37:37 PDT 2020,1584319057
Iran,13938,724,,,4339,Sun Mar 15 17:37:37 PDT 2020,1584319057
South Korea,8162,75,,36,834,Sun Mar 15 17:37:37 PDT 2020,1584319057
Spain,7843,292,272,,517,Sun Mar 15 17:37:37 PDT 2020,1584319057
France,5423,127,300,,12,Sun Mar 15 17:37:37 PDT 2020,1584319057
Germany,4585,12,,2,46,Sun Mar 15 17:37:37 PDT 2020,1584319057
United States,3763,65,60,4,9,Sun Mar 15 17:37:37 PDT 2020,1584319057
United Kingdom,1372,35,20,,18,Sun Mar 15 17:37:37 PDT 2020,1584319057
Switzerland,1355,13,,,4,Sun Mar 15 17:37:37 PDT 2020,1584319057
Norway,1120,3,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Netherlands,959,12,,45,2,Sun Mar 15 17:37:37 PDT 2020,1584319057
Sweden,961,2,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Denmark,836,1,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Japan,805,22,32,,59,Sun Mar 15 17:37:37 PDT 2020,1584319057
Austria,800,1,,,6,Sun Mar 15 17:37:37 PDT 2020,1584319057
Diamond Princess,697,7,14,,245,Sun Mar 15 17:37:37 PDT 2020,1584319057
Belgium,689,4,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Qatar,337,0,,,4,Sun Mar 15 17:37:37 PDT 2020,1584319057
Canada,264,1,,1,11,Sun Mar 15 17:37:37 PDT 2020,1584319057
Australia,262,3,,,27,Sun Mar 15 17:37:37 PDT 2020,1584319057
Czech Republic,253,0,2,0,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Malaysia,238,0,5,,35,Sun Mar 15 17:37:37 PDT 2020,1584319057
Greece,228,3,5,,8,Sun Mar 15 17:37:37 PDT 2020,1584319057
Singapore,212,0,,14,105,Sun Mar 15 17:37:37 PDT 2020,1584319057
Bahrain,212,0,,2,60,Sun Mar 15 17:37:37 PDT 2020,1584319057
Finland,210,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Brazil,200,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Israel,193,0,2,,3,Sun Mar 15 17:37:37 PDT 2020,1584319057
Slovenia,181,1,0,0,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Ireland,169,2,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Portugal,169,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Iceland,161,0,1,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Hong Kong,142,4,2,2,81,Sun Mar 15 17:37:37 PDT 2020,1584319057
Egypt,126,2,,,27,Sun Mar 15 17:37:37 PDT 2020,1584319057
Poland,125,3,2,0,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Iraq,124,10,,,26,Sun Mar 15 17:37:37 PDT 2020,1584319057
Romania,123,0,,,9,Sun Mar 15 17:37:37 PDT 2020,1584319057
Saudi Arabia,118,0,,,2,Sun Mar 15 17:37:37 PDT 2020,1584319057
Indonesia,117,5,,,5,Sun Mar 15 17:37:37 PDT 2020,1584319057
Estonia,115,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Thailand,114,1,1,,35,Sun Mar 15 17:37:37 PDT 2020,1584319057
Kuwait,112,0,4,,9,Sun Mar 15 17:37:37 PDT 2020,1584319057
Philippines,111,11,1,,2,Sun Mar 15 17:37:37 PDT 2020,1584319057
India,109,2,,,10,Sun Mar 15 17:37:37 PDT 2020,1584319057
San Marino,101,5,10,,4,Sun Mar 15 17:37:37 PDT 2020,1584319057
Lebanon,93,3,,2,,Sun Mar 15 17:37:37 PDT 2020,1584319057
United Arab Emirates,86,0,,,23,Sun Mar 15 17:37:37 PDT 2020,1584319057
Peru,71,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Chile,61,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Russia,59,0,,,4,Sun Mar 15 17:37:37 PDT 2020,1584319057
Taiwan,53,1,0,0,20,Sun Mar 15 17:37:37 PDT 2020,1584319057
Luxembourg,51,1,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Vietnam,49,0,,,16,Sun Mar 15 17:37:37 PDT 2020,1584319057
Serbia,46,0,1,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Argentina,45,2,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Algeria,45,3,,,10,Sun Mar 15 17:37:37 PDT 2020,1584319057
Slovakia,44,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Panama,43,1,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Mexico,41,0,1,,4,Sun Mar 15 17:37:37 PDT 2020,1584319057
Bulgaria,41,2,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Palestine,38,0,0,0,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
South Africa,38,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Croatia,38,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Albania,38,1,2,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Colombia,34,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Georgia,30,0,1,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Pakistan,30,0,,,2,Sun Mar 15 17:37:37 PDT 2020,1584319057
Hungary,30,0,,,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Ecuador,28,2,,1,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Costa Rica,27,0,1,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Belarus,27,0,,,3,Sun Mar 15 17:37:37 PDT 2020,1584319057
Latvia,26,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Cyprus,26,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Senegal,24,0,,,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Bosnia,21,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Armenia,20,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Oman,20,0,0,0,9,Sun Mar 15 17:37:37 PDT 2020,1584319057
Azerbaijan,19,1,,,3,Sun Mar 15 17:37:37 PDT 2020,1584319057
North Macedonia,19,0,0,0,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Tunisia,18,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Malta,18,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Morocco,18,1,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Venezuela,17,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Afghanistan,16,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Moldova,12,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Turkey,12,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Maldives,11,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Dominican Republic,11,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Macau,10,0,,,6,Sun Mar 15 17:37:37 PDT 2020,1584319057
Sri Lanka,10,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Bolivia,10,,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Lithuania,9,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Jamaica,8,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
New Zealand,8,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Paraguay,7,0,1,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Cambodia,7,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Jordan,6,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Bangladesh,5,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Uzbekistan,4,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Liechtenstein,4,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Ukraine,3,1,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Honduras,3,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Cameroon,2,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Nigeria,2,0,0,0,0,Sun Mar 15 17:37:37 PDT 2020,1584319057
Monaco,2,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Seychelles,2,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Namibia,2,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Congo Republic,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
DR Congo,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Mauritania,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Rwanda,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Central African Republic,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Togo,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Nepal,1,0,,,1,Sun Mar 15 17:37:37 PDT 2020,1584319057
Andorra,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Bhutan,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Gibraltar,1,0,1,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
Vatican City,1,0,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
QueueS,600,,,,,Sun Mar 15 17:37:37 PDT 2020,1584319057
TOTAL,165934,6475,5639,109,75911,Sun Mar 15 17:37:37 PDT 2020,1584319057
