OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
South Korea,6593,42,27,25,108,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Iran,4747,124,,,913,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Italy,4636,197,462,,523,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Germany,639,0,,2,17,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
France,613,9,23,,12,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Japan,350,6,29,,10,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Spain,296,3,7,,2,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
United States,259,14,2,6,9,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Sweden,136,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Netherlands,128,1,1,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Singapore,117,0,,7,81,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
United Kingdom,116,1,,,12,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Belgium,109,0,1,,1,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Hong Kong,105,2,2,4,36,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Norway,101,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Switzerland,80,1,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Malaysia,83,0,,,23,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Australia,61,2,,,22,,Fri Mar  6 11:13:36 PST 2020,1583522016
Kuwait,58,0,0,0,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Bahrain,49,0,,,1,,Fri Mar  6 11:13:36 PST 2020,1583522016
Canada,48,0,,1,8,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Austria,47,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Thailand,47,1,1,,31,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Taiwan,45,1,0,0,12,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Iraq,35,2,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Iceland,34,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Greece,31,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
India,30,0,,,3,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
UAE,27,0,2,,5,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Algeria,17,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Israel,17,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Vietnam,16,0,,,16,,Fri Mar  6 11:13:36 PST 2020,1583522016
San Marino,16,1,3,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Lebanon,16,0,,1,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Oman,16,0,,,2,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Denmark,15,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Ecuador,13,0,,1,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Ireland,13,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Finland,12,0,,,1,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Macau,10,0,,,6,,Fri Mar  6 11:13:36 PST 2020,1583522016
Croatia,10,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Brazil,9,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Georgia,9,0,1,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Qatar,8,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Czech Republic,8,0,0,0,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Portugal,8,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Romania,7,0,,,1,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Belarus,6,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Azerbaijan,6,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Slovenia,6,0,,,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Mexico,5,0,,,1,,Fri Mar  6 11:13:36 PST 2020,1583522016
Estonia,5,0,0,0,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Saudi Arabia,5,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Pakistan,5,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Philippines,5,1,1,,2,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Poland,5,0,0,0,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Chile,5,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Senegal,4,0,0,0,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Palestine,4,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Russia,4,0,,,2,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
New Zealand,4,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Indonesia,4,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Egypt,3,0,,,1,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Hungary,2,0,0,0,0,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Morocco,2,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Bosnia,2,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Luxembourg,2,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Nepal,1,0,,,1,,Fri Mar  6 11:13:36 PST 2020,1583522016
Cambodia,1,0,,,1,,Fri Mar  6 11:13:36 PST 2020,1583522016
Sri Lanka,1,0,,,1,,Fri Mar  6 11:13:36 PST 2020,1583522016
Afghanistan,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
North Macedonia,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Nigeria,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Lithuania,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Monaco,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Ukraine,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Latvia,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Tunisia,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Jordan,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Andorra,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Armenia,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Dominican Republic,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Argentina,1,0,,,,,Fri Mar  6 11:13:36 PST 2020,1583522016
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Bhutan,1,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Serbia,1,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Vatican City,1,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
Cameroon,1,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
South Africa,1,0,,,,Source,Fri Mar  6 11:13:36 PST 2020,1583522016
TOTAL,101198,3456,6334,47,55630,,Fri Mar  6 11:13:36 PST 2020,1583522016
