OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 09:23:43 PST 2020,1583601823
South Korea,7041,48,,36,118,Sat Mar  7 09:23:43 PST 2020,1583601823
Iran,5823,145,,,1669,Sat Mar  7 09:23:43 PST 2020,1583601823
Italy,5883,233,462,,589,Sat Mar  7 09:23:43 PST 2020,1583601823
Germany,795,0,,2,17,Sat Mar  7 09:23:43 PST 2020,1583601823
Diamond Princess,696,7,33,,40,Sat Mar  7 09:23:43 PST 2020,1583601823
France,716,11,21,,12,Sat Mar  7 09:23:43 PST 2020,1583601823
Spain,500,10,11,,30,Sat Mar  7 09:23:43 PST 2020,1583601823
Japan,461,6,29,,10,Sat Mar  7 09:23:43 PST 2020,1583601823
United States,361,16,2,6,9,Sat Mar  7 09:23:43 PST 2020,1583601823
Switzerland,264,1,,,3,Sat Mar  7 09:23:43 PST 2020,1583601823
United Kingdom,206,2,,,12,Sat Mar  7 09:23:43 PST 2020,1583601823
Sweden,161,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Singapore,138,0,,8,90,Sat Mar  7 09:23:43 PST 2020,1583601823
Netherlands,188,1,1,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Norway,136,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Belgium,169,0,1,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Hong Kong,108,2,2,4,51,Sat Mar  7 09:23:43 PST 2020,1583601823
Malaysia,83,0,,,23,Sat Mar  7 09:23:43 PST 2020,1583601823
Austria,79,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Australia,62,2,,,22,Sat Mar  7 09:23:43 PST 2020,1583601823
Kuwait,58,0,0,0,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Bahrain,56,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Canada,54,0,,1,8,Sat Mar  7 09:23:43 PST 2020,1583601823
Iceland,50,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Thailand,47,1,1,,31,Sat Mar  7 09:23:43 PST 2020,1583601823
Iraq,46,3,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Taiwan,45,1,0,0,12,Sat Mar  7 09:23:43 PST 2020,1583601823
Greece,45,0,1,,,Sat Mar  7 09:23:43 PST 2020,1583601823
India,31,0,,,3,Sat Mar  7 09:23:43 PST 2020,1583601823
UAE,43,0,2,,7,Sat Mar  7 09:23:43 PST 2020,1583601823
Czech Republic,19,0,0,0,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Ireland,18,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Algeria,17,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Israel,17,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Vietnam,20,0,,,16,Sat Mar  7 09:23:43 PST 2020,1583601823
San Marino,16,1,3,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Lebanon,16,0,,1,,Sat Mar  7 09:23:43 PST 2020,1583601823
Oman,16,0,,,2,Sat Mar  7 09:23:43 PST 2020,1583601823
Denmark,15,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Ecuador,14,0,,1,,Sat Mar  7 09:23:43 PST 2020,1583601823
Brazil,13,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Finland,12,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Macau,10,0,,,6,Sat Mar  7 09:23:43 PST 2020,1583601823
Croatia,10,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Georgia,9,0,1,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Qatar,8,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Portugal,8,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Argentina,8,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Romania,8,0,,,3,Sat Mar  7 09:23:43 PST 2020,1583601823
Belarus,6,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Azerbaijan,6,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Slovenia,6,0,,,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Mexico,6,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
New Zealand,5,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Estonia,5,0,0,0,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Saudi Arabia,5,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Pakistan,5,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Philippines,5,1,1,,2,Sat Mar  7 09:23:43 PST 2020,1583601823
Poland,5,0,0,0,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Chile,5,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Senegal,4,0,0,0,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Palestine,4,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Russia,4,0,,,2,Sat Mar  7 09:23:43 PST 2020,1583601823
Indonesia,4,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Egypt,3,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Hungary,2,0,0,0,0,Sat Mar  7 09:23:43 PST 2020,1583601823
Morocco,2,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Bosnia,2,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Luxembourg,2,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Cameroon,2,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Nepal,1,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Cambodia,1,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Sri Lanka,1,0,,,1,Sat Mar  7 09:23:43 PST 2020,1583601823
Afghanistan,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
North Macedonia,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Nigeria,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Lithuania,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Monaco,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Ukraine,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Latvia,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Tunisia,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Jordan,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Andorra,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Armenia,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Dominican Republic,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Liechtenstein,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Bhutan,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Gibraltar,1,0,1,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Serbia,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Vatican City,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
Colombia,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
South Africa,1,0,,,,Sat Mar  7 09:23:43 PST 2020,1583601823
TOTAL,105360,3561,6061,59,58199,Sat Mar  7 09:23:43 PST 2020,1583601823
