OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
South Korea,6593,42,27,25,108,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Iran,4747,124,,,913,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Italy,4636,197,462,,523,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Germany,639,0,,2,17,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
France,613,9,23,,12,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Japan,350,6,29,,10,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Spain,296,3,7,,2,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
United States,259,14,2,6,9,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Switzerland,210,1,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
United Kingdom,163,1,,,12,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Sweden,136,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Netherlands,128,1,1,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Singapore,117,0,,7,81,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Belgium,109,0,1,,1,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Hong Kong,105,2,2,4,36,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Norway,101,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Malaysia,83,0,,,23,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Australia,61,2,,,22,,Fri Mar  6 11:51:10 PST 2020,1583524270
Kuwait,58,0,0,0,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Austria,55,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Bahrain,49,0,,,1,,Fri Mar  6 11:51:10 PST 2020,1583524270
Canada,48,0,,1,8,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Thailand,47,1,1,,31,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Taiwan,45,1,0,0,12,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Iraq,35,2,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Iceland,34,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Greece,31,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
India,30,0,,,3,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
UAE,27,0,2,,5,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Algeria,17,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Israel,17,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Vietnam,16,0,,,16,,Fri Mar  6 11:51:10 PST 2020,1583524270
San Marino,16,1,3,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Lebanon,16,0,,1,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Oman,16,0,,,2,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Denmark,15,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Ecuador,13,0,,1,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Ireland,13,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Brazil,13,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Finland,12,0,,,1,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Macau,10,0,,,6,,Fri Mar  6 11:51:10 PST 2020,1583524270
Croatia,10,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Georgia,9,0,1,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Qatar,8,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Portugal,8,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Romania,7,0,,,1,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Belarus,6,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Azerbaijan,6,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Slovenia,6,0,,,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Mexico,5,0,,,1,,Fri Mar  6 11:51:10 PST 2020,1583524270
Estonia,5,0,0,0,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Saudi Arabia,5,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Pakistan,5,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Philippines,5,1,1,,2,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Poland,5,0,0,0,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Chile,5,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Senegal,4,0,0,0,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Palestine,4,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Russia,4,0,,,2,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
New Zealand,4,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Indonesia,4,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Egypt,3,0,,,1,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Hungary,2,0,0,0,0,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Morocco,2,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Bosnia,2,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Luxembourg,2,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Nepal,1,0,,,1,,Fri Mar  6 11:51:10 PST 2020,1583524270
Cambodia,1,0,,,1,,Fri Mar  6 11:51:10 PST 2020,1583524270
Sri Lanka,1,0,,,1,,Fri Mar  6 11:51:10 PST 2020,1583524270
Afghanistan,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
North Macedonia,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Nigeria,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Lithuania,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Monaco,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Ukraine,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Latvia,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Tunisia,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Jordan,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Andorra,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Armenia,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Dominican Republic,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Argentina,1,0,,,,,Fri Mar  6 11:51:10 PST 2020,1583524270
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Bhutan,1,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Serbia,1,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Vatican City,1,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
Cameroon,1,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
South Africa,1,0,,,,Source,Fri Mar  6 11:51:10 PST 2020,1583524270
TOTAL,101398,3456,6334,47,55630,,Fri Mar  6 11:51:10 PST 2020,1583524270
