OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
South Korea,6593,42,27,25,108,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Iran,4747,124,,,913,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Italy,4636,197,462,,523,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Germany,639,0,,2,17,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
France,613,9,23,,12,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Japan,350,6,29,,10,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Spain,296,3,7,,2,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
United States,272,14,2,6,9,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Switzerland,210,1,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
United Kingdom,164,1,,,12,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Sweden,136,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Singapore,130,0,,9,82,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Netherlands,128,1,1,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Belgium,109,0,1,,1,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Hong Kong,108,2,2,4,51,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Norway,101,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Malaysia,83,0,,,23,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Australia,61,2,,,22,,Fri Mar  6 13:35:12 PST 2020,1583530512
Kuwait,58,0,0,0,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Austria,55,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Bahrain,49,0,,,1,,Fri Mar  6 13:35:12 PST 2020,1583530512
Canada,48,0,,1,8,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Thailand,47,1,1,,31,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Taiwan,45,1,0,0,12,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Greece,45,0,1,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Iraq,35,2,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Iceland,34,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
India,30,0,,,3,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
UAE,27,0,2,,5,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Ireland,18,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Algeria,17,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Israel,17,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Vietnam,16,0,,,16,,Fri Mar  6 13:35:12 PST 2020,1583530512
San Marino,16,1,3,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Lebanon,16,0,,1,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Oman,16,0,,,2,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Denmark,15,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Ecuador,13,0,,1,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Brazil,13,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Finland,12,0,,,1,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Macau,10,0,,,6,,Fri Mar  6 13:35:12 PST 2020,1583530512
Croatia,10,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Georgia,9,0,1,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Qatar,8,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Portugal,8,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Romania,8,0,,,3,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Belarus,6,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Azerbaijan,6,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Slovenia,6,0,,,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Mexico,5,0,,,1,,Fri Mar  6 13:35:12 PST 2020,1583530512
Estonia,5,0,0,0,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Saudi Arabia,5,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Pakistan,5,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Philippines,5,1,1,,2,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Poland,5,0,0,0,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Chile,5,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Senegal,4,0,0,0,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Palestine,4,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Russia,4,0,,,2,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
New Zealand,4,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Indonesia,4,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Egypt,3,0,,,1,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Hungary,2,0,0,0,0,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Morocco,2,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Bosnia,2,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Luxembourg,2,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Nepal,1,0,,,1,,Fri Mar  6 13:35:12 PST 2020,1583530512
Cambodia,1,0,,,1,,Fri Mar  6 13:35:12 PST 2020,1583530512
Sri Lanka,1,0,,,1,,Fri Mar  6 13:35:12 PST 2020,1583530512
Afghanistan,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
North Macedonia,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Nigeria,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Lithuania,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Monaco,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Ukraine,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Latvia,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Tunisia,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Jordan,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Andorra,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Armenia,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Dominican Republic,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Argentina,1,0,,,,,Fri Mar  6 13:35:12 PST 2020,1583530512
Liechtenstein,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Bhutan,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Gibraltar,1,0,1,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Serbia,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Vatican City,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Cameroon,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
Colombia,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
South Africa,1,0,,,,Source,Fri Mar  6 13:35:12 PST 2020,1583530512
TOTAL,101449,3456,6335,49,55648,,Fri Mar  6 13:35:12 PST 2020,1583530512
