OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
South Korea,6593,42,27,25,108,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Iran,4747,124,,,913,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Italy,4636,197,462,,523,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Germany,639,0,,2,17,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
France,613,9,23,,12,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Japan,350,6,29,,10,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Spain,296,3,7,,2,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
United States,259,14,2,6,9,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Sweden,136,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Netherlands,128,1,1,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Singapore,117,0,,7,81,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
United Kingdom,116,1,,,12,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Belgium,109,0,1,,1,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Hong Kong,105,2,2,4,36,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Norway,101,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Switzerland,80,1,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Malaysia,83,0,,,23,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Australia,61,2,,,22,,Fri Mar  6 11:13:04 PST 2020,1583521984
Kuwait,58,0,0,0,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Austria,55,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Bahrain,49,0,,,1,,Fri Mar  6 11:13:04 PST 2020,1583521984
Canada,48,0,,1,8,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Thailand,47,1,1,,31,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Taiwan,45,1,0,0,12,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Iraq,35,2,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Iceland,34,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Greece,31,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
India,30,0,,,3,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
UAE,27,0,2,,5,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Algeria,17,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Israel,17,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Vietnam,16,0,,,16,,Fri Mar  6 11:13:04 PST 2020,1583521984
San Marino,16,1,3,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Lebanon,16,0,,1,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Oman,16,0,,,2,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Denmark,15,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Ecuador,13,0,,1,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Ireland,13,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Finland,12,0,,,1,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Macau,10,0,,,6,,Fri Mar  6 11:13:04 PST 2020,1583521984
Croatia,10,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Brazil,9,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Georgia,9,0,1,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Qatar,8,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Czech Republic,8,0,0,0,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Portugal,8,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Romania,7,0,,,1,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Belarus,6,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Azerbaijan,6,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Slovenia,6,0,,,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Mexico,5,0,,,1,,Fri Mar  6 11:13:04 PST 2020,1583521984
Estonia,5,0,0,0,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Saudi Arabia,5,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Pakistan,5,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Philippines,5,1,1,,2,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Poland,5,0,0,0,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Chile,5,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Senegal,4,0,0,0,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Palestine,4,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Russia,4,0,,,2,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
New Zealand,4,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Indonesia,4,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Egypt,3,0,,,1,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Hungary,2,0,0,0,0,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Morocco,2,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Bosnia,2,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Luxembourg,2,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Nepal,1,0,,,1,,Fri Mar  6 11:13:04 PST 2020,1583521984
Cambodia,1,0,,,1,,Fri Mar  6 11:13:04 PST 2020,1583521984
Sri Lanka,1,0,,,1,,Fri Mar  6 11:13:04 PST 2020,1583521984
Afghanistan,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
North Macedonia,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Nigeria,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Lithuania,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Monaco,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Ukraine,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Latvia,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Tunisia,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Jordan,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Andorra,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Armenia,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Dominican Republic,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Argentina,1,0,,,,,Fri Mar  6 11:13:04 PST 2020,1583521984
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Bhutan,1,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Serbia,1,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Vatican City,1,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
Cameroon,1,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
South Africa,1,0,,,,Source,Fri Mar  6 11:13:04 PST 2020,1583521984
TOTAL,101206,3456,6334,47,55630,,Fri Mar  6 11:13:04 PST 2020,1583521984
