china,location,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
inside,Hubei province(includes Wuhan),67466,2902,5788,,40479,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Guangdong province,1350,7,12,19,1159,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Henan province,1272,22,3,2,1234,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Zhejiang province,1213,1,3,3,1107,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Hunan province,1018,4,15,,913,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Beijing,417,8,,,294,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Shanghai,338,3,,9,298,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,Other regions,7335,65,100+,,,Thu Mar  5 16:42:11 PST 2020,1583455331
inside,CHINA TOTAL,80409,3012,5952,,52045,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,South Korea,6088,42,27,25,88,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Italy,3858,148,351,,414,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Iran,3513,108,,,552,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Diamond Princess,696,6,34,,40,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,France,423,7,23,,12,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Germany,400,0,,2,17,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Japan,350,6,29,,10,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Spain,248,3,7,,2,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,United States,207,12,2,6,9,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Singapore,117,0,,7,81,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,United Kingdom,116,1,,,8,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Hong Kong,105,2,2,4,36,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Switzerland,80,1,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Norway,72,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Sweden,90,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Netherlands,82,0,1,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Australia,60,2,,,22,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Kuwait,58,0,0,0,0,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Malaysia,55,0,,,22,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Belgium,50,0,1,,1,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Bahrain,49,0,,,1,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Thailand,47,1,1,,31,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Taiwan,42,1,0,0,12,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Austria,37,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Canada,37,0,,1,3,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Iraq,35,2,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Iceland,34,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Greece,31,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,India,30,0,,,3,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,UAE,27,0,2,,5,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Algeria,17,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Vietnam,16,0,,,16,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,San Marino,16,1,3,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Lebanon,16,0,,1,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Israel,15,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Oman,15,0,,,2,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Denmark,15,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Finland,12,0,,,1,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Macau,10,0,,,6,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Ecuador,10,0,,1,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Croatia,10,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Qatar,8,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Czech Republic,8,0,0,0,0,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Portugal,8,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Ireland,13,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Belarus,6,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Romania,6,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Slovenia,6,0,,,0,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Mexico,5,0,,,1,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Pakistan,5,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Senegal,4,0,0,0,0,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Brazil,8,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Estonia,5,0,0,0,0,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Palestine,4,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Russia,4,0,,,2,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Georgia,9,0,1,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Azerbaijan,6,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Saudi Arabia,5,0,,,,Thu Mar  5 16:42:11 PST 2020,1583455331
outside,Philippines,3,1,,,2,Thu Mar  5 16:42:11 PST 2020,1583455331
