OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80813,3176,4020,,64111,Thu Mar 12 22:22:51 PDT 2020,1584076971
Italy,15113,1016,1153,,1258,Thu Mar 12 22:22:51 PDT 2020,1584076971
Iran,10075,429,,,2959,Thu Mar 12 22:22:51 PDT 2020,1584076971
South Korea,7979,67,,36,510,Thu Mar 12 22:22:51 PDT 2020,1584076971
Spain,3146,67,190,,189,Thu Mar 12 22:22:51 PDT 2020,1584076971
France,2876,61,129,,12,Thu Mar 12 22:22:51 PDT 2020,1584076971
Germany,2745,6,,2,25,Thu Mar 12 22:22:51 PDT 2020,1584076971
United States,1336,36,2,6,9,Thu Mar 12 22:22:51 PDT 2020,1584076971
Switzerland,854,7,,,4,Thu Mar 12 22:22:51 PDT 2020,1584076971
Norway,800,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Diamond Princess,697,7,14,,245,Thu Mar 12 22:22:51 PDT 2020,1584076971
Japan,690,19,29,,59,Thu Mar 12 22:22:51 PDT 2020,1584076971
Sweden,687,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Denmark*,617,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Netherlands,614,5,1,,2,Thu Mar 12 22:22:51 PDT 2020,1584076971
United Kingdom,590,10,20,,12,Thu Mar 12 22:22:51 PDT 2020,1584076971
Belgium,399,3,,,1,Thu Mar 12 22:22:51 PDT 2020,1584076971
Austria,302,1,,,4,Thu Mar 12 22:22:51 PDT 2020,1584076971
Qatar,262,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Bahrain,195,0,,1,35,Thu Mar 12 22:22:51 PDT 2020,1584076971
Singapore,178,0,,9,96,Thu Mar 12 22:22:51 PDT 2020,1584076971
Malaysia,149,0,2,,26,Thu Mar 12 22:22:51 PDT 2020,1584076971
Australia,156,3,,,26,Thu Mar 12 22:22:51 PDT 2020,1584076971
Hong Kong,130,2,2,4,59,Thu Mar 12 22:22:51 PDT 2020,1584076971
Canada,109,1,,1,11,Thu Mar 12 22:22:51 PDT 2020,1584076971
Israel,100,0,1,,3,Thu Mar 12 22:22:51 PDT 2020,1584076971
Greece,99,1,2,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Czech Republic,94,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Iceland,85,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Kuwait,80,0,4,,5,Thu Mar 12 22:22:51 PDT 2020,1584076971
UAE,74,0,2,,20,Thu Mar 12 22:22:51 PDT 2020,1584076971
India,73,0,,,4,Thu Mar 12 22:22:51 PDT 2020,1584076971
Iraq,71,8,,,15,Thu Mar 12 22:22:51 PDT 2020,1584076971
Thailand,70,1,1,,35,Thu Mar 12 22:22:51 PDT 2020,1584076971
Egypt,67,1,,,27,Thu Mar 12 22:22:51 PDT 2020,1584076971
San Marino,62,2,5,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Lebanon,61,3,,3,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Finland,59,0,,,1,Thu Mar 12 22:22:51 PDT 2020,1584076971
Portugal,59,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Slovenia,57,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Brazil,52,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Philippines,52,2,1,,2,Thu Mar 12 22:22:51 PDT 2020,1584076971
Taiwan,49,1,0,0,20,Thu Mar 12 22:22:51 PDT 2020,1584076971
Romania,48,0,,,6,Thu Mar 12 22:22:51 PDT 2020,1584076971
Poland,47,0,2,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Saudi Arabia,45,0,,,1,Thu Mar 12 22:22:51 PDT 2020,1584076971
Ireland,43,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Vietnam,39,0,,,16,Thu Mar 12 22:22:51 PDT 2020,1584076971
Indonesia,34,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Russia,34,0,,,3,Thu Mar 12 22:22:51 PDT 2020,1584076971
Palestine,30,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Algeria,24,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Georgia,24,0,1,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Chile,23,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Costa Rica,22,0,1,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Argentina,21,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Pakistan,19,0,,,2,Thu Mar 12 22:22:51 PDT 2020,1584076971
Croatia,19,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Serbia,19,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Luxembourg,19,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Oman,18,0,0,0,9,Thu Mar 12 22:22:51 PDT 2020,1584076971
Peru,17,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Ecuador,17,0,,1,,Thu Mar 12 22:22:51 PDT 2020,1584076971
South Africa,17,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Latvia,16,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Albania,15,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Hungary,13,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Belarus,12,0,,,3,Thu Mar 12 22:22:51 PDT 2020,1584076971
Mexico,12,0,1,,4,Thu Mar 12 22:22:51 PDT 2020,1584076971
Azerbaijan,11,0,,,3,Thu Mar 12 22:22:51 PDT 2020,1584076971
Bosnia,11,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Macau,10,0,,,6,Thu Mar 12 22:22:51 PDT 2020,1584076971
Estonia,10,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Slovakia,10,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Colombia,9,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Panama,8,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Maldives,8,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Afghanistan,7,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
North Macedonia,7,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Bulgaria,7,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Malta,7,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Tunisia,7,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Cyprus,6,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Morocco,6,1,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
New Zealand,5,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Dominican Republic,5,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Paraguay,5,0,1,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Senegal,4,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Bangladesh,3,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Lithuania,3,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Cambodia,3,0,,,1,Thu Mar 12 22:22:51 PDT 2020,1584076971
Moldova,3,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Honduras,2,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Cameroon,2,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Nigeria,2,0,0,0,0,Thu Mar 12 22:22:51 PDT 2020,1584076971
Sri Lanka,2,0,,,1,Thu Mar 12 22:22:51 PDT 2020,1584076971
Jamaica,2,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Togo,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Nepal,1,0,,,1,Thu Mar 12 22:22:51 PDT 2020,1584076971
Monaco,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Ukraine,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Jordan,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Andorra,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Armenia,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Liechtenstein,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Bhutan,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Gibraltar,1,0,1,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Vatican City,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Turkey,1,0,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
Queue,2850,15,,,,Thu Mar 12 22:22:51 PDT 2020,1584076971
TOTAL,136450,4960,5585,63,69841,Thu Mar 12 22:22:51 PDT 2020,1584076971
