OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Fri Mar  6 17:51:38 PST 2020,1583545898
South Korea,6767,44,27,25,108,Fri Mar  6 17:51:38 PST 2020,1583545898
Iran,4747,124,,,913,Fri Mar  6 17:51:38 PST 2020,1583545898
Italy,4636,197,462,,523,Fri Mar  6 17:51:38 PST 2020,1583545898
Diamond Princess,696,6,34,,40,Fri Mar  6 17:51:38 PST 2020,1583545898
Germany,670,0,,2,17,Fri Mar  6 17:51:38 PST 2020,1583545898
France,613,9,23,,12,Fri Mar  6 17:51:38 PST 2020,1583545898
Japan,350,6,29,,10,Fri Mar  6 17:51:38 PST 2020,1583545898
United States,321,14,2,6,9,Fri Mar  6 17:51:38 PST 2020,1583545898
Spain,296,3,7,,2,Fri Mar  6 17:51:38 PST 2020,1583545898
Switzerland,210,1,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
United Kingdom,164,1,,,12,Fri Mar  6 17:51:38 PST 2020,1583545898
Sweden,136,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Singapore,130,0,,9,82,Fri Mar  6 17:51:38 PST 2020,1583545898
Netherlands,128,1,1,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Belgium,109,0,1,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Hong Kong,108,2,2,4,51,Fri Mar  6 17:51:38 PST 2020,1583545898
Norway,101,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Malaysia,83,0,,,23,Fri Mar  6 17:51:38 PST 2020,1583545898
Australia,61,2,,,22,Fri Mar  6 17:51:38 PST 2020,1583545898
Kuwait,58,0,0,0,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Austria,55,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Bahrain,49,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Canada,52,0,,1,8,Fri Mar  6 17:51:38 PST 2020,1583545898
Thailand,47,1,1,,31,Fri Mar  6 17:51:38 PST 2020,1583545898
Taiwan,45,1,0,0,12,Fri Mar  6 17:51:38 PST 2020,1583545898
Greece,45,0,1,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Iraq,35,2,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Iceland,34,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
India,30,0,,,3,Fri Mar  6 17:51:38 PST 2020,1583545898
UAE,43,0,2,,7,Fri Mar  6 17:51:38 PST 2020,1583545898
Czech Republic,19,0,0,0,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Ireland,18,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Algeria,17,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Israel,17,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Vietnam,17,0,,,16,Fri Mar  6 17:51:38 PST 2020,1583545898
San Marino,16,1,3,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Lebanon,16,0,,1,,Fri Mar  6 17:51:38 PST 2020,1583545898
Oman,16,0,,,2,Fri Mar  6 17:51:38 PST 2020,1583545898
Denmark,15,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Ecuador,13,0,,1,,Fri Mar  6 17:51:38 PST 2020,1583545898
Brazil,13,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Finland,12,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Macau,10,0,,,6,Fri Mar  6 17:51:38 PST 2020,1583545898
Croatia,10,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Georgia,9,0,1,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Qatar,8,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Portugal,8,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Argentina,8,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Romania,8,0,,,3,Fri Mar  6 17:51:38 PST 2020,1583545898
Belarus,6,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Azerbaijan,6,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Slovenia,6,0,,,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Mexico,6,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Estonia,5,0,0,0,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Saudi Arabia,5,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Pakistan,5,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Philippines,5,1,1,,2,Fri Mar  6 17:51:38 PST 2020,1583545898
Poland,5,0,0,0,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Chile,5,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Senegal,4,0,0,0,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Palestine,4,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Russia,4,0,,,2,Fri Mar  6 17:51:38 PST 2020,1583545898
New Zealand,4,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Indonesia,4,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Egypt,3,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Hungary,2,0,0,0,0,Fri Mar  6 17:51:38 PST 2020,1583545898
Morocco,2,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Bosnia,2,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Luxembourg,2,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Cameroon,2,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Nepal,1,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Cambodia,1,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Sri Lanka,1,0,,,1,Fri Mar  6 17:51:38 PST 2020,1583545898
Afghanistan,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
North Macedonia,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Nigeria,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Lithuania,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Monaco,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Ukraine,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Latvia,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Tunisia,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Jordan,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Andorra,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Armenia,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Dominican Republic,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Liechtenstein,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Bhutan,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Gibraltar,1,0,1,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Serbia,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Vatican City,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
Colombia,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
South Africa,1,0,,,,Fri Mar  6 17:51:38 PST 2020,1583545898
TOTAL,101829,3486,6087,49,57328,Fri Mar  6 17:51:38 PST 2020,1583545898
