OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Fri Mar  6 22:23:08 PST 2020,1583562188
South Korea,6767,44,27,25,108,Fri Mar  6 22:23:08 PST 2020,1583562188
Iran,4747,124,,,913,Fri Mar  6 22:23:08 PST 2020,1583562188
Italy,4636,197,462,,523,Fri Mar  6 22:23:08 PST 2020,1583562188
Diamond Princess,696,6,34,,40,Fri Mar  6 22:23:08 PST 2020,1583562188
Germany,670,0,,2,17,Fri Mar  6 22:23:08 PST 2020,1583562188
France,613,9,23,,12,Fri Mar  6 22:23:08 PST 2020,1583562188
Spain,402,5,7,,2,Fri Mar  6 22:23:08 PST 2020,1583562188
Japan,418,6,29,,10,Fri Mar  6 22:23:08 PST 2020,1583562188
United States,329,16,2,6,9,Fri Mar  6 22:23:08 PST 2020,1583562188
Switzerland,210,1,,,3,Fri Mar  6 22:23:08 PST 2020,1583562188
United Kingdom,164,1,,,12,Fri Mar  6 22:23:08 PST 2020,1583562188
Sweden,137,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Singapore,130,0,,9,82,Fri Mar  6 22:23:08 PST 2020,1583562188
Netherlands,128,1,1,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Norway,127,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Belgium,109,0,1,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Hong Kong,108,2,2,4,51,Fri Mar  6 22:23:08 PST 2020,1583562188
Malaysia,83,0,,,23,Fri Mar  6 22:23:08 PST 2020,1583562188
Austria,66,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Australia,62,2,,,22,Fri Mar  6 22:23:08 PST 2020,1583562188
Kuwait,58,0,0,0,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Bahrain,56,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Canada,54,0,,1,8,Fri Mar  6 22:23:08 PST 2020,1583562188
Thailand,47,1,1,,31,Fri Mar  6 22:23:08 PST 2020,1583562188
Iraq,46,3,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Taiwan,45,1,0,0,12,Fri Mar  6 22:23:08 PST 2020,1583562188
Greece,45,0,1,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Iceland,45,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
India,31,0,,,3,Fri Mar  6 22:23:08 PST 2020,1583562188
UAE,43,0,2,,7,Fri Mar  6 22:23:08 PST 2020,1583562188
Czech Republic,19,0,0,0,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Ireland,18,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Algeria,17,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Israel,17,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Vietnam,17,0,,,16,Fri Mar  6 22:23:08 PST 2020,1583562188
San Marino,16,1,3,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Lebanon,16,0,,1,,Fri Mar  6 22:23:08 PST 2020,1583562188
Oman,16,0,,,2,Fri Mar  6 22:23:08 PST 2020,1583562188
Denmark,15,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Ecuador,14,0,,1,,Fri Mar  6 22:23:08 PST 2020,1583562188
Brazil,13,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Finland,12,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Macau,10,0,,,6,Fri Mar  6 22:23:08 PST 2020,1583562188
Croatia,10,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Georgia,9,0,1,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Qatar,8,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Portugal,8,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Argentina,8,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Romania,8,0,,,3,Fri Mar  6 22:23:08 PST 2020,1583562188
Belarus,6,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Azerbaijan,6,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Slovenia,6,0,,,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Mexico,6,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
New Zealand,5,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Estonia,5,0,0,0,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Saudi Arabia,5,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Pakistan,5,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Philippines,5,1,1,,2,Fri Mar  6 22:23:08 PST 2020,1583562188
Poland,5,0,0,0,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Chile,5,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Senegal,4,0,0,0,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Palestine,4,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Russia,4,0,,,2,Fri Mar  6 22:23:08 PST 2020,1583562188
Indonesia,4,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Egypt,3,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Hungary,2,0,0,0,0,Fri Mar  6 22:23:08 PST 2020,1583562188
Morocco,2,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Bosnia,2,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Luxembourg,2,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Cameroon,2,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Nepal,1,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Cambodia,1,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Sri Lanka,1,0,,,1,Fri Mar  6 22:23:08 PST 2020,1583562188
Afghanistan,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
North Macedonia,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Nigeria,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Lithuania,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Monaco,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Ukraine,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Latvia,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Tunisia,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Jordan,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Andorra,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Armenia,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Dominican Republic,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Liechtenstein,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Bhutan,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Gibraltar,1,0,1,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Serbia,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Vatican City,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
Colombia,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
South Africa,1,0,,,,Fri Mar  6 22:23:08 PST 2020,1583562188
TOTAL,102084,3491,6087,49,57331,Fri Mar  6 22:23:08 PST 2020,1583562188
