OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80778,3158,4492,,61475,Wed Mar 11 01:28:18 PDT 2020,1583915298
Italy,10149,631,877,,1004,Wed Mar 11 01:28:18 PDT 2020,1583915298
South Korea,7755,60,,36,288,Wed Mar 11 01:28:18 PDT 2020,1583915298
Iran,8042,291,,,2731,Wed Mar 11 01:28:18 PDT 2020,1583915298
France,1784,33,86,,12,Wed Mar 11 01:28:18 PDT 2020,1583915298
Spain,1695,36,101,,135,Wed Mar 11 01:28:18 PDT 2020,1583915298
Germany,1565,2,,2,18,Wed Mar 11 01:28:18 PDT 2020,1583915298
United States,1010,31,2,6,9,Wed Mar 11 01:28:18 PDT 2020,1583915298
Diamond Princess,696,7,18,,245,Wed Mar 11 01:28:18 PDT 2020,1583915298
Japan,581,10,31,,59,Wed Mar 11 01:28:18 PDT 2020,1583915298
Netherlands,382,4,1,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Switzerland,491,3,,,3,Wed Mar 11 01:28:18 PDT 2020,1583915298
Norway,400,0,,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
United Kingdom,383,6,,,12,Wed Mar 11 01:28:18 PDT 2020,1583915298
Sweden,326,0,,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Belgium,267,0,1,1,1,Wed Mar 11 01:28:18 PDT 2020,1583915298
Denmark*,264,0,,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Austria,206,0,,,4,Wed Mar 11 01:28:18 PDT 2020,1583915298
Singapore,166,0,,12,93,Wed Mar 11 01:28:18 PDT 2020,1583915298
Malaysia,129,0,2,,25,Wed Mar 11 01:28:18 PDT 2020,1583915298
Hong Kong,121,2,2,4,59,Wed Mar 11 01:28:18 PDT 2020,1583915298
Bahrain,110,0,,1,30,Wed Mar 11 01:28:18 PDT 2020,1583915298
Australia,127,3,,,24,Wed Mar 11 01:28:18 PDT 2020,1583915298
Canada,97,1,,1,9,Wed Mar 11 01:28:18 PDT 2020,1583915298
Greece,89,0,,1,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Iceland,81,0,,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Israel,76,0,1,,3,Wed Mar 11 01:28:18 PDT 2020,1583915298
Kuwait,69,0,2,1,0,Wed Mar 11 01:28:18 PDT 2020,1583915298
Czech Republic,63,0,0,0,0,Wed Mar 11 01:28:18 PDT 2020,1583915298
San Marino,62,2,5,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Iraq,60,5,,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
India,60,0,,,4,Wed Mar 11 01:28:18 PDT 2020,1583915298
UAE,59,0,2,,7,Wed Mar 11 01:28:18 PDT 2020,1583915298
Thailand,59,1,1,,34,Wed Mar 11 01:28:18 PDT 2020,1583915298
Egypt,59,1,,,26,Wed Mar 11 01:28:18 PDT 2020,1583915298
Taiwan,48,1,0,0,17,Wed Mar 11 01:28:18 PDT 2020,1583915298
Portugal,39,0,,,,Wed Mar 11 01:28:18 PDT 2020,1583915298
Vietnam,35,0,,,16,Wed Mar 11 01:28:18 PDT 2020,1583915298
