OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80778,3158,4492,,61475,Wed Mar 11 17:05:33 PDT 2020,1583971533
Italy,12462,827,1028,,1045,Wed Mar 11 17:05:33 PDT 2020,1583971533
Iran,9000,354,,,2959,Wed Mar 11 17:05:33 PDT 2020,1583971533
South Korea,7755,60,,36,288,Wed Mar 11 17:05:33 PDT 2020,1583971533
France,2281,48,105,,12,Wed Mar 11 17:05:33 PDT 2020,1583971533
Spain,2222,54,126,,183,Wed Mar 11 17:05:33 PDT 2020,1583971533
Germany,1908,3,,2,25,Wed Mar 11 17:05:33 PDT 2020,1583971533
United States,1188,36,2,6,9,Wed Mar 11 17:05:33 PDT 2020,1583971533
Diamond Princess,696,7,18,,245,Wed Mar 11 17:05:33 PDT 2020,1583971533
Switzerland,642,4,,,4,Wed Mar 11 17:05:33 PDT 2020,1583971533
Norway,596,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Japan,581,10,31,,59,Wed Mar 11 17:05:33 PDT 2020,1583971533
Denmark*,516,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Netherlands,503,5,1,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Sweden,500,1,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
United Kingdom,456,6,,,12,Wed Mar 11 17:05:33 PDT 2020,1583971533
Belgium,314,1,1,1,1,Wed Mar 11 17:05:33 PDT 2020,1583971533
Austria,246,0,,,4,Wed Mar 11 17:05:33 PDT 2020,1583971533
Qatar,238,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Bahrain,195,0,,1,35,Wed Mar 11 17:05:33 PDT 2020,1583971533
Singapore,178,0,,9,96,Wed Mar 11 17:05:33 PDT 2020,1583971533
Malaysia,149,0,2,,26,Wed Mar 11 17:05:33 PDT 2020,1583971533
Hong Kong,121,2,2,4,59,Wed Mar 11 17:05:33 PDT 2020,1583971533
Australia,127,3,,,24,Wed Mar 11 17:05:33 PDT 2020,1583971533
Canada,109,1,,1,9,Wed Mar 11 17:05:33 PDT 2020,1583971533
Greece,99,0,2,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Iceland,85,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Israel,76,0,1,,3,Wed Mar 11 17:05:33 PDT 2020,1583971533
UAE,74,0,2,,17,Wed Mar 11 17:05:33 PDT 2020,1583971533
Kuwait,72,0,2,1,2,Wed Mar 11 17:05:33 PDT 2020,1583971533
Czech Republic,94,0,0,0,0,Wed Mar 11 17:05:33 PDT 2020,1583971533
San Marino,62,2,5,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Lebanon,61,2,,3,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Iraq,60,5,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
India,60,0,,,4,Wed Mar 11 17:05:33 PDT 2020,1583971533
Egypt,60,1,,,27,Wed Mar 11 17:05:33 PDT 2020,1583971533
Thailand,59,1,1,,34,Wed Mar 11 17:05:33 PDT 2020,1583971533
Finland,59,0,,,1,Wed Mar 11 17:05:33 PDT 2020,1583971533
Portugal,59,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Brazil,52,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Philippines,49,2,1,,2,Wed Mar 11 17:05:33 PDT 2020,1583971533
Taiwan,48,1,0,0,17,Wed Mar 11 17:05:33 PDT 2020,1583971533
Saudi Arabia,45,0,,,1,Wed Mar 11 17:05:33 PDT 2020,1583971533
Ireland,43,1,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Vietnam,37,0,,,16,Wed Mar 11 17:05:33 PDT 2020,1583971533
Slovenia,31,0,0,0,0,Wed Mar 11 17:05:33 PDT 2020,1583971533
Indonesia,34,1,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Romania,32,0,,,6,Wed Mar 11 17:05:33 PDT 2020,1583971533
Poland,31,0,2,0,0,Wed Mar 11 17:05:33 PDT 2020,1583971533
Palestine,30,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Algeria,20,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Pakistan,19,0,,,2,Wed Mar 11 17:05:33 PDT 2020,1583971533
Chile,17,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Oman,16,0,,,2,Wed Mar 11 17:05:33 PDT 2020,1583971533
Russia,15,0,,,3,Wed Mar 11 17:05:33 PDT 2020,1583971533
Ecuador,15,0,,1,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Georgia,15,0,1,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
South Africa,13,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Argentina,12,1,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Croatia,12,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Serbia,12,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Albania,12,1,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Macau,10,0,,,6,Wed Mar 11 17:05:33 PDT 2020,1583971533
Estonia,10,0,0,0,0,Wed Mar 11 17:05:33 PDT 2020,1583971533
Costa Rica,9,0,1,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Hungary,9,0,0,0,0,Wed Mar 11 17:05:33 PDT 2020,1583971533
Colombia,9,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Panama,8,1,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Maldives,8,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
Bosnia,7,0,,,,Wed Mar 11 17:05:33 PDT 2020,1583971533
