OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 10:34:17 PST 2020,1583606057
South Korea,7041,48,,36,118,Sat Mar  7 10:34:17 PST 2020,1583606057
Iran,5823,145,,,1669,Sat Mar  7 10:34:17 PST 2020,1583606057
Italy,5883,233,462,,589,Sat Mar  7 10:34:17 PST 2020,1583606057
Germany,800,0,,2,17,Sat Mar  7 10:34:17 PST 2020,1583606057
Diamond Princess,696,7,33,,40,Sat Mar  7 10:34:17 PST 2020,1583606057
France,716,11,21,,12,Sat Mar  7 10:34:17 PST 2020,1583606057
Spain,500,10,11,,30,Sat Mar  7 10:34:17 PST 2020,1583606057
Japan,461,6,29,,10,Sat Mar  7 10:34:17 PST 2020,1583606057
United States,368,16,2,6,9,Sat Mar  7 10:34:17 PST 2020,1583606057
Switzerland,264,1,,,3,Sat Mar  7 10:34:17 PST 2020,1583606057
United Kingdom,206,2,,,12,Sat Mar  7 10:34:17 PST 2020,1583606057
Sweden,161,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Singapore,138,0,,8,90,Sat Mar  7 10:34:17 PST 2020,1583606057
Netherlands,188,1,1,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Norway,136,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Belgium,169,0,1,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Hong Kong,108,2,2,4,51,Sat Mar  7 10:34:17 PST 2020,1583606057
Malaysia,83,0,,,23,Sat Mar  7 10:34:17 PST 2020,1583606057
Austria,79,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Australia,62,2,,,22,Sat Mar  7 10:34:17 PST 2020,1583606057
Canada,60,0,,1,8,Sat Mar  7 10:34:17 PST 2020,1583606057
Kuwait,58,0,0,0,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Bahrain,56,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Iceland,50,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Thailand,47,1,1,,31,Sat Mar  7 10:34:17 PST 2020,1583606057
Iraq,46,3,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Taiwan,45,1,0,0,12,Sat Mar  7 10:34:17 PST 2020,1583606057
Greece,45,0,1,,,Sat Mar  7 10:34:17 PST 2020,1583606057
UAE,43,0,2,,7,Sat Mar  7 10:34:17 PST 2020,1583606057
India,34,0,,,3,Sat Mar  7 10:34:17 PST 2020,1583606057
Czech Republic,19,0,0,0,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Ireland,18,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Algeria,17,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Israel,17,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Vietnam,20,0,,,16,Sat Mar  7 10:34:17 PST 2020,1583606057
San Marino,16,1,3,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Lebanon,16,0,,1,,Sat Mar  7 10:34:17 PST 2020,1583606057
Oman,16,0,,,2,Sat Mar  7 10:34:17 PST 2020,1583606057
Denmark,15,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Ecuador,14,0,,1,,Sat Mar  7 10:34:17 PST 2020,1583606057
Brazil,13,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Romania,13,0,,,3,Sat Mar  7 10:34:17 PST 2020,1583606057
Finland,12,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Macau,10,0,,,6,Sat Mar  7 10:34:17 PST 2020,1583606057
Croatia,10,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Georgia,9,0,1,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Qatar,8,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Portugal,8,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Argentina,8,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Saudi Arabia,7,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Belarus,6,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Azerbaijan,6,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Slovenia,6,0,,,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Mexico,6,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
New Zealand,5,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Estonia,5,0,0,0,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Pakistan,5,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Philippines,5,1,1,,2,Sat Mar  7 10:34:17 PST 2020,1583606057
Poland,5,0,0,0,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Chile,5,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Senegal,4,0,0,0,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Palestine,4,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Russia,4,0,,,2,Sat Mar  7 10:34:17 PST 2020,1583606057
Indonesia,4,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Egypt,3,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Luxembourg,3,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Hungary,2,0,0,0,0,Sat Mar  7 10:34:17 PST 2020,1583606057
Morocco,2,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Bosnia,2,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Cameroon,2,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Nepal,1,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Cambodia,1,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Sri Lanka,1,0,,,1,Sat Mar  7 10:34:17 PST 2020,1583606057
Afghanistan,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
North Macedonia,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Nigeria,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Lithuania,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Monaco,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Ukraine,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Latvia,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Tunisia,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Jordan,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Andorra,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Armenia,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Dominican Republic,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Liechtenstein,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Bhutan,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Gibraltar,1,0,1,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Serbia,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Vatican City,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
Colombia,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
South Africa,1,0,,,,Sat Mar  7 10:34:17 PST 2020,1583606057
TOTAL,105389,3561,6061,59,58199,Sat Mar  7 10:34:17 PST 2020,1583606057
