OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80735,3119,5111,,58600,Mon Mar  9 13:50:10 PDT 2020,1583787010
South Korea,7478,53,,36,166,Mon Mar  9 13:50:10 PDT 2020,1583787010
Italy,7375,366,462,,622,Mon Mar  9 13:50:10 PDT 2020,1583787010
Iran,7161,237,,,2394,Mon Mar  9 13:50:10 PDT 2020,1583787010
France,1209,19,21,,12,Mon Mar  9 13:50:10 PDT 2020,1583787010
Germany,1151,0,,2,18,Mon Mar  9 13:50:10 PDT 2020,1583787010
Spain,979,25,11,,32,Mon Mar  9 13:50:10 PDT 2020,1583787010
Diamond Princess,696,7,31,,245,Mon Mar  9 13:50:10 PDT 2020,1583787010
United States,551,22,2,6,9,Mon Mar  9 13:50:10 PDT 2020,1583787010
Japan,497,7,30,,59,Mon Mar  9 13:50:10 PDT 2020,1583787010
Switzerland,374,2,,,3,Mon Mar  9 13:50:10 PDT 2020,1583787010
United Kingdom,280,3,,,12,Mon Mar  9 13:50:10 PDT 2020,1583787010
Netherlands,265,3,1,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Belgium,239,0,1,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
Sweden,203,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Norway,176,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Singapore,150,0,,9,90,Mon Mar  9 13:50:10 PDT 2020,1583787010
Malaysia,117,0,2,,24,Mon Mar  9 13:50:10 PDT 2020,1583787010
Hong Kong,115,2,2,4,59,Mon Mar  9 13:50:10 PDT 2020,1583787010
Austria,112,0,,,2,Mon Mar  9 13:50:10 PDT 2020,1583787010
Bahrain,109,0,,,14,Mon Mar  9 13:50:10 PDT 2020,1583787010
Australia,91,3,,,22,Mon Mar  9 13:50:10 PDT 2020,1583787010
Greece,73,0,1,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Kuwait,64,0,2,1,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Canada,67,0,,1,8,Mon Mar  9 13:50:10 PDT 2020,1583787010
Iraq,60,5,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
UAE,59,0,2,,7,Mon Mar  9 13:50:10 PDT 2020,1583787010
Iceland,58,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Egypt,55,1,,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
Thailand,50,1,1,,31,Mon Mar  9 13:50:10 PDT 2020,1583787010
Taiwan,45,1,0,0,15,Mon Mar  9 13:50:10 PDT 2020,1583787010
India,43,0,,,4,Mon Mar  9 13:50:10 PDT 2020,1583787010
Israel,39,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Denmark*,37,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
San Marino,36,1,5,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Lebanon,32,0,,1,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Czech Republic,31,0,0,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Vietnam,31,0,,,16,Mon Mar  9 13:50:10 PDT 2020,1583787010
Portugal,30,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Finland,30,0,,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
Brazil,25,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Ireland,21,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Algeria,20,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Philippines,20,1,1,,2,Mon Mar  9 13:50:10 PDT 2020,1583787010
Indonesia,19,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Qatar,18,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Oman,16,0,,,2,Mon Mar  9 13:50:10 PDT 2020,1583787010
Poland,16,0,2,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Slovenia,16,0,0,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Russia,15,0,,,3,Mon Mar  9 13:50:10 PDT 2020,1583787010
Saudi Arabia,15,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Ecuador,15,0,,1,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Georgia,15,0,1,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Romania,14,0,,,4,Mon Mar  9 13:50:10 PDT 2020,1583787010
Argentina,12,1,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Croatia,12,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Macau,10,0,,,6,Mon Mar  9 13:50:10 PDT 2020,1583787010
Chile,10,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Estonia,10,0,0,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Costa Rica,9,0,1,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Hungary,9,0,0,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Mexico,7,0,1,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
Peru,7,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Belarus,6,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Azerbaijan,6,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Latvia,6,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
New Zealand,5,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Luxembourg,5,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Pakistan,5,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Slovakia,5,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Senegal,4,0,0,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Palestine,4,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Afghanistan,4,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Bulgaria,4,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Maldives,4,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
South Africa,3,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Bangladesh,3,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Morocco,2,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Bosnia,2,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Cameroon,2,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Cambodia,2,0,,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
Tunisia,2,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Albania,2,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Nigeria,2,0,0,0,0,Mon Mar  9 13:50:10 PDT 2020,1583787010
Moldova,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Malta,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Togo,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Paraguay,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Nepal,1,0,,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
Sri Lanka,1,0,,,1,Mon Mar  9 13:50:10 PDT 2020,1583787010
North Macedonia,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Lithuania,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Monaco,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Ukraine,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Jordan,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Andorra,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Armenia,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
Dominican Republic,1,0,,,,Mon Mar  9 13:50:10 PDT 2020,1583787010
