china,location,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
inside,Hubei province(includes Wuhan),67466,2902,5788,,40479,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Guangdong province,1351,7,11,19,1209,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Henan province,1272,22,0,1,1241,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Zhejiang province,1215,1,1,2,1130,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Hunan province,1018,4,8,,946,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Beijing,422,8,,,298,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Shanghai,339,3,1,8,303,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,Other regions,7332,65,100+,,,Thu Mar  5 17:15:37 PST 2020,1583457337
inside,CHINA TOTAL,80415,3012,5952,,52045,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,South Korea,6088,42,27,25,88,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Italy,3858,148,351,,414,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Iran,3513,108,,,552,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Diamond Princess,696,6,34,,40,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,France,423,7,23,,12,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Germany,400,0,,2,17,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Japan,350,6,29,,10,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Spain,248,3,7,,2,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,United States,210,12,2,6,9,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Singapore,117,0,,7,81,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,United Kingdom,116,1,,,8,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Hong Kong,105,2,2,4,36,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Switzerland,80,1,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Norway,72,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Sweden,90,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Netherlands,82,0,1,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Australia,60,2,,,22,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Kuwait,58,0,0,0,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Malaysia,55,0,,,22,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Belgium,50,0,1,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Bahrain,49,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Thailand,47,1,1,,31,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Taiwan,42,1,0,0,12,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Austria,37,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Canada,37,0,,1,3,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Iraq,35,2,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Iceland,34,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Greece,31,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,India,30,0,,,3,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,UAE,27,0,2,,5,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Algeria,17,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Vietnam,16,0,,,16,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,San Marino,16,1,3,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Lebanon,16,0,,1,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Israel,15,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Oman,15,0,,,2,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Denmark,15,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Finland,12,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Macau,10,0,,,6,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Ecuador,13,0,,1,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Croatia,10,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Qatar,8,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Czech Republic,8,0,0,0,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Portugal,8,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Ireland,13,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Belarus,6,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Romania,6,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Slovenia,6,0,,,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Mexico,5,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Pakistan,5,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Senegal,4,0,0,0,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Brazil,8,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Estonia,5,0,0,0,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Palestine,4,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Russia,4,0,,,2,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Georgia,9,0,1,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Azerbaijan,6,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Saudi Arabia,5,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Philippines,3,1,,,2,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Chile,3,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,New Zealand,3,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Egypt,3,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Indonesia,2,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Hungary,2,0,0,0,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Morocco,2,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Bosnia,2,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Nepal,1,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Cambodia,1,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Sri Lanka,1,0,,,1,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Afghanistan,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,North Macedonia,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Nigeria,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Lithuania,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Monaco,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Luxembourg,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Ukraine,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Latvia,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Tunisia,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Jordan,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Andorra,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Armenia,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Dominican Republic,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Argentina,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Liechtenstein,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,Poland,1,0,0,0,0,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,South Africa,1,0,,,,Thu Mar  5 17:15:37 PST 2020,1583457337
outside,TOTAL,17345,344,484,47,1403,Thu Mar  5 17:15:37 PST 2020,1583457337
