OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
China,80813,3176,4020,,64111,Fri Mar 13 17:46:58 PDT 2020,1584146818
Italy,17660,1266,1328,,1439,Fri Mar 13 17:46:58 PDT 2020,1584146818
Iran,11364,514,,,3529,Fri Mar 13 17:46:58 PDT 2020,1584146818
South Korea,7979,67,,36,510,Fri Mar 13 17:46:58 PDT 2020,1584146818
Spain,5232,133,272,,193,Fri Mar 13 17:46:58 PDT 2020,1584146818
Germany,3675,8,,2,46,Fri Mar 13 17:46:58 PDT 2020,1584146818
France,3661,79,154,,12,Fri Mar 13 17:46:58 PDT 2020,1584146818
United States,2032,41,2,6,9,Fri Mar 13 17:46:58 PDT 2020,1584146818
Switzerland,854,7,,,4,Fri Mar 13 17:46:58 PDT 2020,1584146818
Norway,876,1,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Netherlands,804,5,45,,2,Fri Mar 13 17:46:58 PDT 2020,1584146818
Denmark,788,0,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Sweden,727,1,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Diamond Princess,697,7,14,,245,Fri Mar 13 17:46:58 PDT 2020,1584146818
Japan,690,19,29,,59,Fri Mar 13 17:46:58 PDT 2020,1584146818
United Kingdom,590,10,20,,12,Fri Mar 13 17:46:58 PDT 2020,1584146818
Austria,422,1,,,6,Fri Mar 13 17:46:58 PDT 2020,1584146818
Belgium,399,3,,,1,Fri Mar 13 17:46:58 PDT 2020,1584146818
Qatar,262,0,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Singapore,200,0,,11,97,Fri Mar 13 17:46:58 PDT 2020,1584146818
Bahrain,197,0,,1,35,Fri Mar 13 17:46:58 PDT 2020,1584146818
Malaysia,158,0,3,,32,Fri Mar 13 17:46:58 PDT 2020,1584146818
Australia,156,3,,,26,Fri Mar 13 17:46:58 PDT 2020,1584146818
Hong Kong,132,4,2,2,75,Fri Mar 13 17:46:58 PDT 2020,1584146818
Greece,117,1,2,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Iceland,117,0,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Czech Republic,116,0,2,0,0,Fri Mar 13 17:46:58 PDT 2020,1584146818
Canada,109,1,,1,11,Fri Mar 13 17:46:58 PDT 2020,1584146818
Israel,109,0,2,,3,Fri Mar 13 17:46:58 PDT 2020,1584146818
Finland,109,0,,,1,Fri Mar 13 17:46:58 PDT 2020,1584146818
Kuwait,100,0,4,,5,Fri Mar 13 17:46:58 PDT 2020,1584146818
Slovenia,96,0,0,0,0,Fri Mar 13 17:46:58 PDT 2020,1584146818
UAE,85,0,,,20,Fri Mar 13 17:46:58 PDT 2020,1584146818
Iraq,83,8,,,15,Fri Mar 13 17:46:58 PDT 2020,1584146818
Egypt,80,2,,,27,Fri Mar 13 17:46:58 PDT 2020,1584146818
Portugal,78,0,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
San Marino,77,5,5,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Brazil,76,0,,,1,Fri Mar 13 17:46:58 PDT 2020,1584146818
Thailand,75,1,1,,35,Fri Mar 13 17:46:58 PDT 2020,1584146818
India,73,1,,,4,Fri Mar 13 17:46:58 PDT 2020,1584146818
Ireland,70,1,,,,Fri Mar 13 17:46:58 PDT 2020,1584146818
Indonesia,69,4,,,5,Fri Mar 13 17:46:58 PDT 2020,1584146818
