OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 09:22:00 PST 2020,1583601720
South Korea,7041,48,,36,118,Sat Mar  7 09:22:00 PST 2020,1583601720
Iran,5823,145,,,1669,Sat Mar  7 09:22:00 PST 2020,1583601720
Italy,5883,233,462,,589,Sat Mar  7 09:22:00 PST 2020,1583601720
Germany,795,0,,2,17,Sat Mar  7 09:22:00 PST 2020,1583601720
Diamond Princess,696,7,33,,40,Sat Mar  7 09:22:00 PST 2020,1583601720
France,716,11,21,,12,Sat Mar  7 09:22:00 PST 2020,1583601720
Spain,500,10,11,,30,Sat Mar  7 09:22:00 PST 2020,1583601720
Japan,461,6,29,,10,Sat Mar  7 09:22:00 PST 2020,1583601720
United States,361,16,2,6,9,Sat Mar  7 09:22:00 PST 2020,1583601720
Switzerland,264,1,,,3,Sat Mar  7 09:22:00 PST 2020,1583601720
United Kingdom,206,2,,,12,Sat Mar  7 09:22:00 PST 2020,1583601720
Sweden,161,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Singapore,138,0,,8,90,Sat Mar  7 09:22:00 PST 2020,1583601720
Netherlands,188,1,1,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Norway,136,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Belgium,169,0,1,,1,Sat Mar  7 09:22:00 PST 2020,1583601720
Hong Kong,108,2,2,4,51,Sat Mar  7 09:22:00 PST 2020,1583601720
Malaysia,83,0,,,23,Sat Mar  7 09:22:00 PST 2020,1583601720
Austria,79,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Australia,62,2,,,22,Sat Mar  7 09:22:00 PST 2020,1583601720
Kuwait,58,0,0,0,0,Sat Mar  7 09:22:00 PST 2020,1583601720
Bahrain,56,0,,,1,Sat Mar  7 09:22:00 PST 2020,1583601720
Canada,54,0,,1,8,Sat Mar  7 09:22:00 PST 2020,1583601720
Iceland,50,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Thailand,47,1,1,,31,Sat Mar  7 09:22:00 PST 2020,1583601720
Iraq,46,3,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Taiwan,45,1,0,0,12,Sat Mar  7 09:22:00 PST 2020,1583601720
Greece,45,0,1,,,Sat Mar  7 09:22:00 PST 2020,1583601720
India,31,0,,,3,Sat Mar  7 09:22:00 PST 2020,1583601720
UAE,43,0,2,,7,Sat Mar  7 09:22:00 PST 2020,1583601720
Czech Republic,19,0,0,0,0,Sat Mar  7 09:22:00 PST 2020,1583601720
Ireland,18,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Algeria,17,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Israel,17,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Vietnam,20,0,,,16,Sat Mar  7 09:22:00 PST 2020,1583601720
San Marino,16,1,3,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Lebanon,16,0,,1,,Sat Mar  7 09:22:00 PST 2020,1583601720
Oman,16,0,,,2,Sat Mar  7 09:22:00 PST 2020,1583601720
Denmark,15,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Ecuador,14,0,,1,,Sat Mar  7 09:22:00 PST 2020,1583601720
Brazil,13,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Finland,12,0,,,1,Sat Mar  7 09:22:00 PST 2020,1583601720
Macau,10,0,,,6,Sat Mar  7 09:22:00 PST 2020,1583601720
Croatia,10,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Georgia,9,0,1,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Qatar,8,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Portugal,8,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Argentina,8,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Romania,8,0,,,3,Sat Mar  7 09:22:00 PST 2020,1583601720
Belarus,6,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
Azerbaijan,6,0,,,,Sat Mar  7 09:22:00 PST 2020,1583601720
