OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80555,3042,5737,,53726,Fri Mar  6 16:20:53 PST 2020,1583540453
South Korea,6593,42,27,25,108,Fri Mar  6 16:20:53 PST 2020,1583540453
Iran,4747,124,,,913,Fri Mar  6 16:20:53 PST 2020,1583540453
Italy,4636,197,462,,523,Fri Mar  6 16:20:53 PST 2020,1583540453
Diamond Princess,696,6,34,,40,Fri Mar  6 16:20:53 PST 2020,1583540453
Germany,639,0,,2,17,Fri Mar  6 16:20:53 PST 2020,1583540453
France,613,9,23,,12,Fri Mar  6 16:20:53 PST 2020,1583540453
Japan,350,6,29,,10,Fri Mar  6 16:20:53 PST 2020,1583540453
United States,317,14,2,6,9,Fri Mar  6 16:20:53 PST 2020,1583540453
Spain,296,3,7,,2,Fri Mar  6 16:20:53 PST 2020,1583540453
Switzerland,210,1,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
United Kingdom,164,1,,,12,Fri Mar  6 16:20:53 PST 2020,1583540453
Sweden,136,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Singapore,130,0,,9,82,Fri Mar  6 16:20:53 PST 2020,1583540453
Netherlands,128,1,1,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Belgium,109,0,1,,1,Fri Mar  6 16:20:53 PST 2020,1583540453
Hong Kong,108,2,2,4,51,Fri Mar  6 16:20:53 PST 2020,1583540453
Norway,101,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Malaysia,83,0,,,23,Fri Mar  6 16:20:53 PST 2020,1583540453
Australia,61,2,,,22,Fri Mar  6 16:20:53 PST 2020,1583540453
Kuwait,58,0,0,0,0,Fri Mar  6 16:20:53 PST 2020,1583540453
Austria,55,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Bahrain,49,0,,,1,Fri Mar  6 16:20:53 PST 2020,1583540453
Canada,52,0,,1,8,Fri Mar  6 16:20:53 PST 2020,1583540453
Thailand,47,1,1,,31,Fri Mar  6 16:20:53 PST 2020,1583540453
Taiwan,45,1,0,0,12,Fri Mar  6 16:20:53 PST 2020,1583540453
Greece,45,0,1,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Iraq,35,2,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Iceland,34,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
India,30,0,,,3,Fri Mar  6 16:20:53 PST 2020,1583540453
UAE,27,0,2,,5,Fri Mar  6 16:20:53 PST 2020,1583540453
Czech Republic,19,0,0,0,0,Fri Mar  6 16:20:53 PST 2020,1583540453
Ireland,18,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Algeria,17,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Israel,17,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Vietnam,17,0,,,16,Fri Mar  6 16:20:53 PST 2020,1583540453
San Marino,16,1,3,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Lebanon,16,0,,1,,Fri Mar  6 16:20:53 PST 2020,1583540453
Oman,16,0,,,2,Fri Mar  6 16:20:53 PST 2020,1583540453
Denmark,15,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Ecuador,13,0,,1,,Fri Mar  6 16:20:53 PST 2020,1583540453
Brazil,13,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Finland,12,0,,,1,Fri Mar  6 16:20:53 PST 2020,1583540453
Macau,10,0,,,6,Fri Mar  6 16:20:53 PST 2020,1583540453
Croatia,10,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Georgia,9,0,1,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Qatar,8,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Portugal,8,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Romania,8,0,,,3,Fri Mar  6 16:20:53 PST 2020,1583540453
Belarus,6,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Azerbaijan,6,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
Slovenia,6,0,,,0,Fri Mar  6 16:20:53 PST 2020,1583540453
Mexico,5,0,,,1,Fri Mar  6 16:20:53 PST 2020,1583540453
Estonia,5,0,0,0,0,Fri Mar  6 16:20:53 PST 2020,1583540453
Saudi Arabia,5,0,,,,Fri Mar  6 16:20:53 PST 2020,1583540453
