OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Fri Mar  6 20:47:06 PST 2020,1583556426
South Korea,6767,44,27,25,108,Fri Mar  6 20:47:06 PST 2020,1583556426
Iran,4747,124,,,913,Fri Mar  6 20:47:06 PST 2020,1583556426
Italy,4636,197,462,,523,Fri Mar  6 20:47:06 PST 2020,1583556426
Diamond Princess,696,6,34,,40,Fri Mar  6 20:47:06 PST 2020,1583556426
Germany,670,0,,2,17,Fri Mar  6 20:47:06 PST 2020,1583556426
France,613,9,23,,12,Fri Mar  6 20:47:06 PST 2020,1583556426
Spain,402,5,7,,2,Fri Mar  6 20:47:06 PST 2020,1583556426
Japan,418,6,29,,10,Fri Mar  6 20:47:06 PST 2020,1583556426
United States,329,16,2,6,9,Fri Mar  6 20:47:06 PST 2020,1583556426
Switzerland,210,1,,,3,Fri Mar  6 20:47:06 PST 2020,1583556426
United Kingdom,164,1,,,12,Fri Mar  6 20:47:06 PST 2020,1583556426
Sweden,137,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Singapore,130,0,,9,82,Fri Mar  6 20:47:06 PST 2020,1583556426
Netherlands,128,1,1,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Norway,127,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Belgium,109,0,1,,1,Fri Mar  6 20:47:06 PST 2020,1583556426
Hong Kong,108,2,2,4,51,Fri Mar  6 20:47:06 PST 2020,1583556426
Malaysia,83,0,,,23,Fri Mar  6 20:47:06 PST 2020,1583556426
Austria,66,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Australia,62,2,,,22,Fri Mar  6 20:47:06 PST 2020,1583556426
Kuwait,58,0,0,0,0,Fri Mar  6 20:47:06 PST 2020,1583556426
Bahrain,56,0,,,1,Fri Mar  6 20:47:06 PST 2020,1583556426
Canada,54,0,,1,8,Fri Mar  6 20:47:06 PST 2020,1583556426
Thailand,47,1,1,,31,Fri Mar  6 20:47:06 PST 2020,1583556426
Iraq,46,3,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Taiwan,45,1,0,0,12,Fri Mar  6 20:47:06 PST 2020,1583556426
Greece,45,0,1,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Iceland,45,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
India,31,0,,,3,Fri Mar  6 20:47:06 PST 2020,1583556426
UAE,43,0,2,,7,Fri Mar  6 20:47:06 PST 2020,1583556426
Czech Republic,19,0,0,0,0,Fri Mar  6 20:47:06 PST 2020,1583556426
Ireland,18,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Algeria,17,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Israel,17,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Vietnam,17,0,,,16,Fri Mar  6 20:47:06 PST 2020,1583556426
San Marino,16,1,3,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Lebanon,16,0,,1,,Fri Mar  6 20:47:06 PST 2020,1583556426
Oman,16,0,,,2,Fri Mar  6 20:47:06 PST 2020,1583556426
Denmark,15,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Ecuador,14,0,,1,,Fri Mar  6 20:47:06 PST 2020,1583556426
Brazil,13,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Finland,12,0,,,1,Fri Mar  6 20:47:06 PST 2020,1583556426
Macau,10,0,,,6,Fri Mar  6 20:47:06 PST 2020,1583556426
Croatia,10,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Georgia,9,0,1,,,Fri Mar  6 20:47:06 PST 2020,1583556426
Qatar,8,0,,,,Fri Mar  6 20:47:06 PST 2020,1583556426
