OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 11:30:47 PST 2020,1583609447
South Korea,7041,48,,36,118,Sat Mar  7 11:30:47 PST 2020,1583609447
Iran,5823,145,,,1669,Sat Mar  7 11:30:47 PST 2020,1583609447
Italy,5883,233,462,,589,Sat Mar  7 11:30:47 PST 2020,1583609447
Germany,800,0,,2,17,Sat Mar  7 11:30:47 PST 2020,1583609447
Diamond Princess,696,7,33,,40,Sat Mar  7 11:30:47 PST 2020,1583609447
France,949,16,21,,12,Sat Mar  7 11:30:47 PST 2020,1583609447
Spain,500,10,11,,30,Sat Mar  7 11:30:47 PST 2020,1583609447
Japan,461,6,29,,10,Sat Mar  7 11:30:47 PST 2020,1583609447
United States,395,16,2,6,9,Sat Mar  7 11:30:47 PST 2020,1583609447
Switzerland,264,1,,,3,Sat Mar  7 11:30:47 PST 2020,1583609447
United Kingdom,206,2,,,12,Sat Mar  7 11:30:47 PST 2020,1583609447
Sweden,161,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Singapore,138,0,,8,90,Sat Mar  7 11:30:47 PST 2020,1583609447
Netherlands,188,1,1,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Norway,147,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Belgium,169,0,1,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Hong Kong,108,2,2,4,51,Sat Mar  7 11:30:47 PST 2020,1583609447
Malaysia,83,0,,,23,Sat Mar  7 11:30:47 PST 2020,1583609447
Austria,79,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Australia,62,2,,,22,Sat Mar  7 11:30:47 PST 2020,1583609447
Canada,60,0,,1,8,Sat Mar  7 11:30:47 PST 2020,1583609447
Kuwait,58,0,0,0,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Bahrain,56,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Iceland,50,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Thailand,47,1,1,,31,Sat Mar  7 11:30:47 PST 2020,1583609447
Iraq,46,3,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Taiwan,45,1,0,0,12,Sat Mar  7 11:30:47 PST 2020,1583609447
Greece,45,0,1,,,Sat Mar  7 11:30:47 PST 2020,1583609447
UAE,43,0,2,,7,Sat Mar  7 11:30:47 PST 2020,1583609447
India,34,0,,,3,Sat Mar  7 11:30:47 PST 2020,1583609447
Czech Republic,19,0,0,0,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Ireland,19,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Algeria,17,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Israel,17,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Vietnam,20,0,,,16,Sat Mar  7 11:30:47 PST 2020,1583609447
Portugal,18,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
San Marino,16,1,3,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Lebanon,16,0,,1,,Sat Mar  7 11:30:47 PST 2020,1583609447
Oman,16,0,,,2,Sat Mar  7 11:30:47 PST 2020,1583609447
Denmark,15,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Ecuador,14,0,,1,,Sat Mar  7 11:30:47 PST 2020,1583609447
Brazil,13,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Romania,13,0,,,3,Sat Mar  7 11:30:47 PST 2020,1583609447
Finland,12,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Macau,10,0,,,6,Sat Mar  7 11:30:47 PST 2020,1583609447
Croatia,10,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Georgia,9,0,1,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Qatar,8,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Argentina,8,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Saudi Arabia,7,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Belarus,6,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Azerbaijan,6,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Slovenia,6,0,,,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Mexico,6,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
New Zealand,5,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Estonia,5,0,0,0,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Pakistan,5,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Philippines,5,1,1,,2,Sat Mar  7 11:30:47 PST 2020,1583609447
Poland,5,0,0,0,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Chile,5,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Senegal,4,0,0,0,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Palestine,4,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Russia,4,0,,,2,Sat Mar  7 11:30:47 PST 2020,1583609447
Indonesia,4,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Egypt,3,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Luxembourg,3,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Hungary,2,0,0,0,0,Sat Mar  7 11:30:47 PST 2020,1583609447
Morocco,2,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Bosnia,2,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Cameroon,2,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Nepal,1,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Cambodia,1,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Sri Lanka,1,0,,,1,Sat Mar  7 11:30:47 PST 2020,1583609447
Afghanistan,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
North Macedonia,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Nigeria,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Lithuania,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Monaco,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Ukraine,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Latvia,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Tunisia,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Jordan,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Andorra,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Armenia,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Dominican Republic,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Liechtenstein,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Bhutan,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Gibraltar,1,0,1,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Serbia,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Vatican City,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
Colombia,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
South Africa,1,0,,,,Sat Mar  7 11:30:47 PST 2020,1583609447
TOTAL,105671,3566,6061,59,58199,Sat Mar  7 11:30:47 PST 2020,1583609447
