OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80778,3158,4492,,61475,Wed Mar 11 16:57:27 PDT 2020,1583971047
Italy,10149,631,877,,1004,Wed Mar 11 16:57:27 PDT 2020,1583971047
Iran,9000,354,,,2959,Wed Mar 11 16:57:27 PDT 2020,1583971047
South Korea,7755,60,,36,288,Wed Mar 11 16:57:27 PDT 2020,1583971047
Spain,2124,49,126,,136,Wed Mar 11 16:57:27 PDT 2020,1583971047
France,1784,33,86,,12,Wed Mar 11 16:57:27 PDT 2020,1583971047
Germany,1622,3,,2,25,Wed Mar 11 16:57:27 PDT 2020,1583971047
United States,1016,31,2,6,9,Wed Mar 11 16:57:27 PDT 2020,1583971047
Diamond Princess,696,7,18,,245,Wed Mar 11 16:57:27 PDT 2020,1583971047
Switzerland,642,3,,,3,Wed Mar 11 16:57:27 PDT 2020,1583971047
Japan,581,10,31,,59,Wed Mar 11 16:57:27 PDT 2020,1583971047
Netherlands,503,5,1,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Sweden,436,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Norway,428,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
United Kingdom,383,6,,,12,Wed Mar 11 16:57:27 PDT 2020,1583971047
Denmark*,342,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Belgium,314,1,1,1,1,Wed Mar 11 16:57:27 PDT 2020,1583971047
Austria,206,0,,,4,Wed Mar 11 16:57:27 PDT 2020,1583971047
Bahrain,189,0,,1,30,Wed Mar 11 16:57:27 PDT 2020,1583971047
Singapore,166,0,,12,93,Wed Mar 11 16:57:27 PDT 2020,1583971047
Malaysia,149,0,2,,26,Wed Mar 11 16:57:27 PDT 2020,1583971047
Hong Kong,121,2,2,4,59,Wed Mar 11 16:57:27 PDT 2020,1583971047
Australia,127,3,,,24,Wed Mar 11 16:57:27 PDT 2020,1583971047
Canada,97,1,,1,9,Wed Mar 11 16:57:27 PDT 2020,1583971047
Greece,89,0,,1,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Iceland,85,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Israel,76,0,1,,3,Wed Mar 11 16:57:27 PDT 2020,1583971047
UAE,74,0,2,,17,Wed Mar 11 16:57:27 PDT 2020,1583971047
Kuwait,72,0,2,1,2,Wed Mar 11 16:57:27 PDT 2020,1583971047
Czech Republic,63,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
San Marino,62,2,5,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Lebanon,61,2,,3,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Iraq,60,5,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
India,60,0,,,4,Wed Mar 11 16:57:27 PDT 2020,1583971047
Egypt,60,1,,,27,Wed Mar 11 16:57:27 PDT 2020,1583971047
Thailand,59,1,1,,34,Wed Mar 11 16:57:27 PDT 2020,1583971047
Finland,59,0,,,1,Wed Mar 11 16:57:27 PDT 2020,1583971047
Portugal,59,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Philippines,49,1,1,,2,Wed Mar 11 16:57:27 PDT 2020,1583971047
Taiwan,48,1,0,0,17,Wed Mar 11 16:57:27 PDT 2020,1583971047
Vietnam,37,0,,,16,Wed Mar 11 16:57:27 PDT 2020,1583971047
Brazil,34,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Ireland,34,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Slovenia,31,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Indonesia,34,1,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Romania,32,0,,,6,Wed Mar 11 16:57:27 PDT 2020,1583971047
Palestine,30,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Poland,27,0,2,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Qatar,24,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Algeria,20,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Pakistan,19,0,,,2,Wed Mar 11 16:57:27 PDT 2020,1583971047
Chile,17,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Oman,16,0,,,2,Wed Mar 11 16:57:27 PDT 2020,1583971047
Russia,15,0,,,3,Wed Mar 11 16:57:27 PDT 2020,1583971047
Saudi Arabia,15,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Ecuador,15,0,,1,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Georgia,15,0,1,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
South Africa,13,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Argentina,12,1,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Croatia,12,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Serbia,12,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Albania,12,1,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Macau,10,0,,,6,Wed Mar 11 16:57:27 PDT 2020,1583971047
Estonia,10,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Costa Rica,9,0,1,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Hungary,9,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Colombia,9,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Panama,8,1,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Maldives,8,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Bosnia,7,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Mexico,7,0,1,,4,Wed Mar 11 16:57:27 PDT 2020,1583971047
Peru,7,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Afghanistan,7,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Luxembourg,7,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
North Macedonia,7,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Slovakia,7,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Tunisia,6,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Belarus,6,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Azerbaijan,6,0,,,3,Wed Mar 11 16:57:27 PDT 2020,1583971047
Latvia,6,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Bulgaria,6,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
New Zealand,5,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Dominican Republic,5,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Paraguay,5,0,1,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Malta,5,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Senegal,4,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Bangladesh,3,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Morocco,3,1,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Lithuania,3,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Cambodia,3,0,,,1,Wed Mar 11 16:57:27 PDT 2020,1583971047
Moldova,3,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Honduras,2,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Cameroon,2,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Nigeria,2,0,0,0,0,Wed Mar 11 16:57:27 PDT 2020,1583971047
Sri Lanka,2,0,,,1,Wed Mar 11 16:57:27 PDT 2020,1583971047
Togo,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Nepal,1,0,,,1,Wed Mar 11 16:57:27 PDT 2020,1583971047
Monaco,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Ukraine,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Jordan,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Andorra,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Armenia,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Liechtenstein,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Bhutan,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Gibraltar,1,0,1,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Vatican City,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Turkey,1,0,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
Queue,523,,,,,Wed Mar 11 16:57:27 PDT 2020,1583971047
TOTAL,121844,4375,5657,69,66625,Wed Mar 11 16:57:27 PDT 2020,1583971047
