OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80754,3136,4794,,59897,Mon Mar  9 22:55:43 PDT 2020,1583819743
South Korea,7513,54,,36,247,Mon Mar  9 22:55:43 PDT 2020,1583819743
Italy,9172,463,733,,724,Mon Mar  9 22:55:43 PDT 2020,1583819743
Iran,7161,237,,,2394,Mon Mar  9 22:55:43 PDT 2020,1583819743
France,1412,30,66,,12,Mon Mar  9 22:55:43 PDT 2020,1583819743
Germany,1224,2,,2,18,Mon Mar  9 22:55:43 PDT 2020,1583819743
Spain,1231,30,11,,32,Mon Mar  9 22:55:43 PDT 2020,1583819743
United States,702,27,2,6,9,Mon Mar  9 22:55:43 PDT 2020,1583819743
Diamond Princess,696,7,31,,245,Mon Mar  9 22:55:43 PDT 2020,1583819743
Japan,522,7,30,,59,Mon Mar  9 22:55:43 PDT 2020,1583819743
Switzerland,374,2,,,3,Mon Mar  9 22:55:43 PDT 2020,1583819743
Netherlands,321,3,1,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
United Kingdom,319,3,,,12,Mon Mar  9 22:55:43 PDT 2020,1583819743
Sweden,248,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Belgium,239,0,1,1,1,Mon Mar  9 22:55:43 PDT 2020,1583819743
Norway,227,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Singapore,160,0,,10,93,Mon Mar  9 22:55:43 PDT 2020,1583819743
Austria,131,0,,,2,Mon Mar  9 22:55:43 PDT 2020,1583819743
Malaysia,117,0,2,,24,Mon Mar  9 22:55:43 PDT 2020,1583819743
Hong Kong,116,2,2,4,59,Mon Mar  9 22:55:43 PDT 2020,1583819743
Bahrain,109,0,,,14,Mon Mar  9 22:55:43 PDT 2020,1583819743
Australia,101,3,,,22,Mon Mar  9 22:55:43 PDT 2020,1583819743
Greece,84,0,1,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Canada,72,1,,1,8,Mon Mar  9 22:55:43 PDT 2020,1583819743
Iceland,65,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Kuwait,64,0,2,1,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Iraq,60,5,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
UAE,59,0,2,,7,Mon Mar  9 22:55:43 PDT 2020,1583819743
Egypt,55,1,,,1,Mon Mar  9 22:55:43 PDT 2020,1583819743
Thailand,50,1,1,,31,Mon Mar  9 22:55:43 PDT 2020,1583819743
San Marino,49,2,5,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Taiwan,45,1,0,0,15,Mon Mar  9 22:55:43 PDT 2020,1583819743
India,43,0,,,4,Mon Mar  9 22:55:43 PDT 2020,1583819743
Portugal,39,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Israel,39,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Denmark*,37,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Lebanon,32,0,,1,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Czech Republic,31,0,0,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Vietnam,31,0,,,16,Mon Mar  9 22:55:43 PDT 2020,1583819743
Finland,30,0,,,1,Mon Mar  9 22:55:43 PDT 2020,1583819743
Brazil,25,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Ireland,24,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Algeria,20,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Philippines,20,1,1,,2,Mon Mar  9 22:55:43 PDT 2020,1583819743
Indonesia,19,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Qatar,18,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Romania,17,0,,,4,Mon Mar  9 22:55:43 PDT 2020,1583819743
Pakistan,16,0,,,2,Mon Mar  9 22:55:43 PDT 2020,1583819743
Oman,16,0,,,2,Mon Mar  9 22:55:43 PDT 2020,1583819743
Poland,16,0,2,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Slovenia,16,0,0,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Russia,15,0,,,3,Mon Mar  9 22:55:43 PDT 2020,1583819743
Saudi Arabia,15,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Ecuador,15,0,,1,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Georgia,15,0,1,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Argentina,12,1,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Croatia,12,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Macau,10,0,,,6,Mon Mar  9 22:55:43 PDT 2020,1583819743
Chile,10,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Estonia,10,0,0,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Costa Rica,9,0,1,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Hungary,9,0,0,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Mexico,7,0,1,,4,Mon Mar  9 22:55:43 PDT 2020,1583819743
Peru,7,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
South Africa,7,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Belarus,6,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Azerbaijan,6,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Latvia,6,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
New Zealand,5,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Luxembourg,5,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Slovakia,5,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Senegal,4,0,0,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Palestine,4,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Afghanistan,4,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Bulgaria,4,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Maldives,4,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Bangladesh,3,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Colombia,3,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Morocco,2,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Bosnia,2,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Cameroon,2,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Cambodia,2,0,,,1,Mon Mar  9 22:55:43 PDT 2020,1583819743
Tunisia,2,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Albania,2,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Nigeria,2,0,0,0,0,Mon Mar  9 22:55:43 PDT 2020,1583819743
Moldova,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Malta,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Togo,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Paraguay,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Nepal,1,0,,,1,Mon Mar  9 22:55:43 PDT 2020,1583819743
Sri Lanka,1,0,,,1,Mon Mar  9 22:55:43 PDT 2020,1583819743
North Macedonia,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Lithuania,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Monaco,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Ukraine,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Jordan,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
Andorra,1,0,,,,Mon Mar  9 22:55:43 PDT 2020,1583819743
