OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
South Korea,6593,42,27,25,108,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Iran,4747,124,,,913,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Italy,4636,197,462,,523,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Germany,639,0,,2,17,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
France,613,9,23,,12,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Japan,350,6,29,,10,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Spain,296,3,7,,2,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
United States,254,14,2,6,9,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Sweden,136,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Netherlands,128,1,1,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Singapore,117,0,,7,81,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
United Kingdom,116,1,,,12,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Belgium,109,0,1,,1,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Hong Kong,105,2,2,4,36,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Norway,101,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Switzerland,80,1,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Malaysia,83,0,,,23,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Australia,61,2,,,22,,Fri Mar  6 10:58:56 PST 2020,1583521136
Kuwait,58,0,0,0,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Bahrain,49,0,,,1,,Fri Mar  6 10:58:56 PST 2020,1583521136
Canada,48,0,,1,8,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Austria,47,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Thailand,47,1,1,,31,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Taiwan,45,1,0,0,12,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Iraq,35,2,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Iceland,34,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Greece,31,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
India,30,0,,,3,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
UAE,27,0,2,,5,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Algeria,17,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Israel,17,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Vietnam,16,0,,,16,,Fri Mar  6 10:58:56 PST 2020,1583521136
San Marino,16,1,3,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Lebanon,16,0,,1,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Oman,16,0,,,2,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Denmark,15,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Ecuador,13,0,,1,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Ireland,13,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Finland,12,0,,,1,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Macau,10,0,,,6,,Fri Mar  6 10:58:56 PST 2020,1583521136
Croatia,10,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Brazil,9,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Georgia,9,0,1,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Qatar,8,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Czech Republic,8,0,0,0,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Portugal,8,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Romania,7,0,,,1,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Belarus,6,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Azerbaijan,6,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Slovenia,6,0,,,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Mexico,5,0,,,1,,Fri Mar  6 10:58:56 PST 2020,1583521136
Estonia,5,0,0,0,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Saudi Arabia,5,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Pakistan,5,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
