OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80555,3042,5737,,53726,Fri Mar  6 16:36:58 PST 2020,1583541418
South Korea,6593,42,27,25,108,Fri Mar  6 16:36:58 PST 2020,1583541418
Iran,4747,124,,,913,Fri Mar  6 16:36:58 PST 2020,1583541418
Italy,4636,197,462,,523,Fri Mar  6 16:36:58 PST 2020,1583541418
Diamond Princess,696,6,34,,40,Fri Mar  6 16:36:58 PST 2020,1583541418
Germany,639,0,,2,17,Fri Mar  6 16:36:58 PST 2020,1583541418
France,613,9,23,,12,Fri Mar  6 16:36:58 PST 2020,1583541418
Japan,350,6,29,,10,Fri Mar  6 16:36:58 PST 2020,1583541418
United States,320,14,2,6,9,Fri Mar  6 16:36:58 PST 2020,1583541418
Spain,296,3,7,,2,Fri Mar  6 16:36:58 PST 2020,1583541418
Switzerland,210,1,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
United Kingdom,164,1,,,12,Fri Mar  6 16:36:58 PST 2020,1583541418
Sweden,136,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Singapore,130,0,,9,82,Fri Mar  6 16:36:58 PST 2020,1583541418
Netherlands,128,1,1,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Belgium,109,0,1,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Hong Kong,108,2,2,4,51,Fri Mar  6 16:36:58 PST 2020,1583541418
Norway,101,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Malaysia,83,0,,,23,Fri Mar  6 16:36:58 PST 2020,1583541418
Australia,61,2,,,22,Fri Mar  6 16:36:58 PST 2020,1583541418
Kuwait,58,0,0,0,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Austria,55,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Bahrain,49,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Canada,52,0,,1,8,Fri Mar  6 16:36:58 PST 2020,1583541418
Thailand,47,1,1,,31,Fri Mar  6 16:36:58 PST 2020,1583541418
Taiwan,45,1,0,0,12,Fri Mar  6 16:36:58 PST 2020,1583541418
Greece,45,0,1,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Iraq,35,2,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Iceland,34,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
India,30,0,,,3,Fri Mar  6 16:36:58 PST 2020,1583541418
UAE,27,0,2,,5,Fri Mar  6 16:36:58 PST 2020,1583541418
Czech Republic,19,0,0,0,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Ireland,18,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Algeria,17,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Israel,17,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Vietnam,17,0,,,16,Fri Mar  6 16:36:58 PST 2020,1583541418
San Marino,16,1,3,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Lebanon,16,0,,1,,Fri Mar  6 16:36:58 PST 2020,1583541418
Oman,16,0,,,2,Fri Mar  6 16:36:58 PST 2020,1583541418
Denmark,15,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Ecuador,13,0,,1,,Fri Mar  6 16:36:58 PST 2020,1583541418
Brazil,13,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Finland,12,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Macau,10,0,,,6,Fri Mar  6 16:36:58 PST 2020,1583541418
Croatia,10,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Georgia,9,0,1,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Qatar,8,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Portugal,8,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Argentina,8,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Romania,8,0,,,3,Fri Mar  6 16:36:58 PST 2020,1583541418
Belarus,6,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Azerbaijan,6,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Slovenia,6,0,,,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Mexico,5,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Estonia,5,0,0,0,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Saudi Arabia,5,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Pakistan,5,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Philippines,5,1,1,,2,Fri Mar  6 16:36:58 PST 2020,1583541418
Poland,5,0,0,0,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Chile,5,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Senegal,4,0,0,0,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Palestine,4,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Russia,4,0,,,2,Fri Mar  6 16:36:58 PST 2020,1583541418
New Zealand,4,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Indonesia,4,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Egypt,3,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Hungary,2,0,0,0,0,Fri Mar  6 16:36:58 PST 2020,1583541418
Morocco,2,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Bosnia,2,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Luxembourg,2,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Cameroon,2,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Nepal,1,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Cambodia,1,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Sri Lanka,1,0,,,1,Fri Mar  6 16:36:58 PST 2020,1583541418
Afghanistan,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
North Macedonia,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Nigeria,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Lithuania,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Monaco,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Ukraine,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Latvia,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Tunisia,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Jordan,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Andorra,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Armenia,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Dominican Republic,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Liechtenstein,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Bhutan,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Gibraltar,1,0,1,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Serbia,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Vatican City,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
Colombia,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
South Africa,1,0,,,,Fri Mar  6 16:36:58 PST 2020,1583541418
TOTAL,101510,3456,6335,49,55648,Fri Mar  6 16:36:58 PST 2020,1583541418
