china,location,Cases,Deaths,Notes,date2,unixtime
inside,Hubei province (includes Wuhan),66337,2727,"7,370 serious",Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Guangdong province,1349,7,"18 serious, 20 critical",Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Henan province,1272,21,"7 serious, 6 critical",Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Zhejiang province,1205,1,"10 serious, 9 critical",Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Hunan province,1018,4,19 serious,Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Beijing,411,8,,Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Shanghai,337,3,10 serious,Sat Feb 29 12:57:29 PST 2020,1583009849
inside,Other regions,7322,64,,Sat Feb 29 12:57:29 PST 2020,1583009849
inside,TOTAL,79251,2835,"7,664 serious39,002 recovered1,418 suspected",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,South Korea,3150,17,"10 critical, 24 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Italy,1128,29,"105 serious, 46 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Diamond Princess,705,6,"36 serious, 10 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Iran,593,43,123 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Japan,241*,5,"20 serious, 32 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Singapore,102,0,"7 critical, 72 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Hong Kong,93,2,"4 critical, 2 serious, 18 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Germany,79,0,"2 critical, 16 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,United States,68,1,"1 serious, 7 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,France,100,2,"8 serious, 12 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Spain,45,0,"1 serious, 2 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Kuwait,45,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Thailand,42,0,"2 critical, 28 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Taiwan,39,1,5 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Bahrain,41,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Malaysia,25,0,17 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Australia,25,0,15 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,United Kingdom,23,0,8 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,UAE,19,0,"2 serious, 5 recovered",Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Vietnam,16,0,16 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Canada,16,0,3 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Sweden,12,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Macau,10,0,6 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Iraq,13,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Israel,7,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Oman,6,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Philippines,3,1,2 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,India,3,0,3 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Finland,3,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Russia,2,0,2 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Nepal,1,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Cambodia,1,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Sri Lanka,1,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Belgium,1,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Egypt,1,0,1 recovered,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Lebanon,4,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Afghanistan,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Austria,9,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Croatia,6,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Switzerland,18,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Algeria,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Brazil,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Greece,4,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Pakistan,4,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,North Macedonia,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Georgia,3,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Norway,7,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Romania,3,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Denmark,3,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Estonia,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Netherlands,6,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,San Marino,1,0,1 serious,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Nigeria,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Lithuania,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,New Zealand,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Belarus,1,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
outside,Mexico,3,0,,Sat Feb 29 12:57:29 PST 2020,1583009849
