OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80778,3158,4492,,61475,Wed Mar 11 17:01:32 PDT 2020,1583971292
Italy,12462,827,1028,,1045,Wed Mar 11 17:01:32 PDT 2020,1583971292
Iran,9000,354,,,2959,Wed Mar 11 17:01:32 PDT 2020,1583971292
South Korea,7755,60,,36,288,Wed Mar 11 17:01:32 PDT 2020,1583971292
France,2281,48,105,,12,Wed Mar 11 17:01:32 PDT 2020,1583971292
Spain,2222,54,126,,183,Wed Mar 11 17:01:32 PDT 2020,1583971292
Germany,1908,3,,2,25,Wed Mar 11 17:01:32 PDT 2020,1583971292
United States,1188,36,2,6,9,Wed Mar 11 17:01:32 PDT 2020,1583971292
Diamond Princess,696,7,18,,245,Wed Mar 11 17:01:32 PDT 2020,1583971292
Switzerland,642,4,,,4,Wed Mar 11 17:01:32 PDT 2020,1583971292
Norway,596,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Japan,581,10,31,,59,Wed Mar 11 17:01:32 PDT 2020,1583971292
Denmark*,516,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Netherlands,503,5,1,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Sweden,500,1,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
United Kingdom,456,6,,,12,Wed Mar 11 17:01:32 PDT 2020,1583971292
Belgium,314,1,1,1,1,Wed Mar 11 17:01:32 PDT 2020,1583971292
Austria,246,0,,,4,Wed Mar 11 17:01:32 PDT 2020,1583971292
Qatar,238,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Bahrain,195,0,,1,35,Wed Mar 11 17:01:32 PDT 2020,1583971292
Singapore,178,0,,9,96,Wed Mar 11 17:01:32 PDT 2020,1583971292
Malaysia,149,0,2,,26,Wed Mar 11 17:01:32 PDT 2020,1583971292
Hong Kong,121,2,2,4,59,Wed Mar 11 17:01:32 PDT 2020,1583971292
Australia,127,3,,,24,Wed Mar 11 17:01:32 PDT 2020,1583971292
Canada,109,1,,1,9,Wed Mar 11 17:01:32 PDT 2020,1583971292
Greece,99,0,2,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Iceland,85,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Israel,76,0,1,,3,Wed Mar 11 17:01:32 PDT 2020,1583971292
UAE,74,0,2,,17,Wed Mar 11 17:01:32 PDT 2020,1583971292
Kuwait,72,0,2,1,2,Wed Mar 11 17:01:32 PDT 2020,1583971292
Czech Republic,94,0,0,0,0,Wed Mar 11 17:01:32 PDT 2020,1583971292
San Marino,62,2,5,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Lebanon,61,2,,3,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Iraq,60,5,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
India,60,0,,,4,Wed Mar 11 17:01:32 PDT 2020,1583971292
Egypt,60,1,,,27,Wed Mar 11 17:01:32 PDT 2020,1583971292
Thailand,59,1,1,,34,Wed Mar 11 17:01:32 PDT 2020,1583971292
Finland,59,0,,,1,Wed Mar 11 17:01:32 PDT 2020,1583971292
Portugal,59,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Brazil,52,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Philippines,49,2,1,,2,Wed Mar 11 17:01:32 PDT 2020,1583971292
Taiwan,48,1,0,0,17,Wed Mar 11 17:01:32 PDT 2020,1583971292
Saudi Arabia,45,0,,,1,Wed Mar 11 17:01:32 PDT 2020,1583971292
Ireland,43,1,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Vietnam,37,0,,,16,Wed Mar 11 17:01:32 PDT 2020,1583971292
Slovenia,31,0,0,0,0,Wed Mar 11 17:01:32 PDT 2020,1583971292
Indonesia,34,1,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Romania,32,0,,,6,Wed Mar 11 17:01:32 PDT 2020,1583971292
Poland,31,0,2,0,0,Wed Mar 11 17:01:32 PDT 2020,1583971292
Palestine,30,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Algeria,20,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Pakistan,19,0,,,2,Wed Mar 11 17:01:32 PDT 2020,1583971292
Chile,17,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Oman,16,0,,,2,Wed Mar 11 17:01:32 PDT 2020,1583971292
Russia,15,0,,,3,Wed Mar 11 17:01:32 PDT 2020,1583971292
Ecuador,15,0,,1,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Georgia,15,0,1,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
South Africa,13,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Argentina,12,1,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Croatia,12,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Serbia,12,0,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
Albania,12,1,,,,Wed Mar 11 17:01:32 PDT 2020,1583971292
