OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80695,3097,5264,,57065,Sat Mar  7 19:25:52 PST 2020,1583637952
South Korea,7134,50,,36,118,Sat Mar  7 19:25:52 PST 2020,1583637952
Iran,5823,145,,,1669,Sat Mar  7 19:25:52 PST 2020,1583637952
Italy,5883,233,462,,589,Sat Mar  7 19:25:52 PST 2020,1583637952
Germany,800,0,,2,17,Sat Mar  7 19:25:52 PST 2020,1583637952
Diamond Princess,696,7,33,,40,Sat Mar  7 19:25:52 PST 2020,1583637952
France,949,16,21,,12,Sat Mar  7 19:25:52 PST 2020,1583637952
Spain,516,10,11,,30,Sat Mar  7 19:25:52 PST 2020,1583637952
Japan,461,6,29,,10,Sat Mar  7 19:25:52 PST 2020,1583637952
United States,439,19,2,6,9,Sat Mar  7 19:25:52 PST 2020,1583637952
Switzerland,264,1,,,3,Sat Mar  7 19:25:52 PST 2020,1583637952
United Kingdom,209,2,,,12,Sat Mar  7 19:25:52 PST 2020,1583637952
Sweden,161,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Singapore,138,0,,8,90,Sat Mar  7 19:25:52 PST 2020,1583637952
Netherlands,188,1,1,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Norway,156,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Belgium,169,0,1,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
Hong Kong,108,2,2,4,51,Sat Mar  7 19:25:52 PST 2020,1583637952
Malaysia,93,0,,,23,Sat Mar  7 19:25:52 PST 2020,1583637952
Austria,79,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Australia,77,3,,,22,Sat Mar  7 19:25:52 PST 2020,1583637952
Greece,66,0,1,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Bahrain,62,0,,,6,Sat Mar  7 19:25:52 PST 2020,1583637952
Kuwait,61,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Canada,60,0,,1,8,Sat Mar  7 19:25:52 PST 2020,1583637952
Iceland,50,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Egypt,48,0,,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
Thailand,47,1,1,,31,Sat Mar  7 19:25:52 PST 2020,1583637952
Iraq,46,3,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Taiwan,45,1,0,0,12,Sat Mar  7 19:25:52 PST 2020,1583637952
UAE,45,0,2,,7,Sat Mar  7 19:25:52 PST 2020,1583637952
India,34,0,,,3,Sat Mar  7 19:25:52 PST 2020,1583637952
Lebanon,28,0,,1,,Sat Mar  7 19:25:52 PST 2020,1583637952
Portugal,21,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Vietnam,21,0,,,16,Sat Mar  7 19:25:52 PST 2020,1583637952
Czech Republic,19,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Finland,19,0,,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
Brazil,19,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Ireland,19,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Algeria,17,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Israel,17,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
San Marino,16,1,3,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Oman,16,0,,,2,Sat Mar  7 19:25:52 PST 2020,1583637952
Denmark,15,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Russia,15,0,,,3,Sat Mar  7 19:25:52 PST 2020,1583637952
Ecuador,14,0,,1,,Sat Mar  7 19:25:52 PST 2020,1583637952
Romania,13,0,,,3,Sat Mar  7 19:25:52 PST 2020,1583637952
Qatar,12,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Slovenia,12,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Macau,10,0,,,6,Sat Mar  7 19:25:52 PST 2020,1583637952
Croatia,10,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Georgia,9,0,1,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Argentina,9,1,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Saudi Arabia,7,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Belarus,6,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Azerbaijan,6,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Mexico,6,0,,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
Philippines,6,1,1,,2,Sat Mar  7 19:25:52 PST 2020,1583637952
New Zealand,5,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Estonia,5,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Pakistan,5,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Poland,5,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Chile,5,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Senegal,4,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Palestine,4,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Indonesia,4,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Afghanistan,4,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Luxembourg,3,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Hungary,2,0,0,0,0,Sat Mar  7 19:25:52 PST 2020,1583637952
Morocco,2,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Bosnia,2,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Cameroon,2,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Cambodia,2,0,,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
Nepal,1,0,,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
Sri Lanka,1,0,,,1,Sat Mar  7 19:25:52 PST 2020,1583637952
North Macedonia,1,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Nigeria,1,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Lithuania,1,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Monaco,1,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Ukraine,1,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
Latvia,1,0,,,,Sat Mar  7 19:25:52 PST 2020,1583637952
