OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80754,3136,4794,,59897,Mon Mar  9 23:57:47 PDT 2020,1583823467
South Korea,7513,54,,36,247,Mon Mar  9 23:57:47 PDT 2020,1583823467
Italy,9172,463,733,,724,Mon Mar  9 23:57:47 PDT 2020,1583823467
Iran,7161,237,,,2394,Mon Mar  9 23:57:47 PDT 2020,1583823467
France,1412,30,66,,12,Mon Mar  9 23:57:47 PDT 2020,1583823467
Germany,1224,2,,2,18,Mon Mar  9 23:57:47 PDT 2020,1583823467
Spain,1231,30,11,,32,Mon Mar  9 23:57:47 PDT 2020,1583823467
United States,702,27,2,6,9,Mon Mar  9 23:57:47 PDT 2020,1583823467
Diamond Princess,696,7,31,,245,Mon Mar  9 23:57:47 PDT 2020,1583823467
Japan,522,7,30,,59,Mon Mar  9 23:57:47 PDT 2020,1583823467
Switzerland,374,2,,,3,Mon Mar  9 23:57:47 PDT 2020,1583823467
Netherlands,321,3,1,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
United Kingdom,319,3,,,12,Mon Mar  9 23:57:47 PDT 2020,1583823467
Sweden,248,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Belgium,239,0,1,1,1,Mon Mar  9 23:57:47 PDT 2020,1583823467
Norway,227,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Singapore,160,0,,10,93,Mon Mar  9 23:57:47 PDT 2020,1583823467
Austria,131,0,,,2,Mon Mar  9 23:57:47 PDT 2020,1583823467
Malaysia,117,0,2,,24,Mon Mar  9 23:57:47 PDT 2020,1583823467
Hong Kong,116,2,2,4,59,Mon Mar  9 23:57:47 PDT 2020,1583823467
Bahrain,109,0,,,14,Mon Mar  9 23:57:47 PDT 2020,1583823467
Australia,101,3,,,22,Mon Mar  9 23:57:47 PDT 2020,1583823467
Greece,84,0,1,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Canada,72,1,,1,8,Mon Mar  9 23:57:47 PDT 2020,1583823467
Iceland,65,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Kuwait,64,0,2,1,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Iraq,60,5,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
UAE,59,0,2,,7,Mon Mar  9 23:57:47 PDT 2020,1583823467
Egypt,55,1,,,1,Mon Mar  9 23:57:47 PDT 2020,1583823467
Thailand,50,1,1,,31,Mon Mar  9 23:57:47 PDT 2020,1583823467
San Marino,49,2,5,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Taiwan,45,1,0,0,15,Mon Mar  9 23:57:47 PDT 2020,1583823467
India,43,0,,,4,Mon Mar  9 23:57:47 PDT 2020,1583823467
Portugal,39,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Israel,39,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Denmark*,37,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Lebanon,32,0,,1,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Czech Republic,31,0,0,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Vietnam,31,0,,,16,Mon Mar  9 23:57:47 PDT 2020,1583823467
Finland,30,0,,,1,Mon Mar  9 23:57:47 PDT 2020,1583823467
Brazil,25,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Ireland,24,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Algeria,20,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Philippines,20,1,1,,2,Mon Mar  9 23:57:47 PDT 2020,1583823467
Indonesia,19,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Qatar,18,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Romania,17,0,,,4,Mon Mar  9 23:57:47 PDT 2020,1583823467
Pakistan,16,0,,,2,Mon Mar  9 23:57:47 PDT 2020,1583823467
Oman,16,0,,,2,Mon Mar  9 23:57:47 PDT 2020,1583823467
Poland,16,0,2,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Slovenia,16,0,0,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Russia,15,0,,,3,Mon Mar  9 23:57:47 PDT 2020,1583823467
Saudi Arabia,15,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Ecuador,15,0,,1,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Georgia,15,0,1,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Argentina,12,1,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Croatia,12,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Macau,10,0,,,6,Mon Mar  9 23:57:47 PDT 2020,1583823467
Chile,10,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Estonia,10,0,0,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Costa Rica,9,0,1,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Hungary,9,0,0,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Mexico,7,0,1,,4,Mon Mar  9 23:57:47 PDT 2020,1583823467
Peru,7,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
South Africa,7,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Belarus,6,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Azerbaijan,6,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Latvia,6,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
New Zealand,5,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Luxembourg,5,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Slovakia,5,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Senegal,4,0,0,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Palestine,4,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Afghanistan,4,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Bulgaria,4,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Maldives,4,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Bangladesh,3,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Colombia,3,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Morocco,2,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Bosnia,2,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Cameroon,2,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Cambodia,2,0,,,1,Mon Mar  9 23:57:47 PDT 2020,1583823467
Tunisia,2,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Albania,2,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Nigeria,2,0,0,0,0,Mon Mar  9 23:57:47 PDT 2020,1583823467
Moldova,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Malta,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Togo,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Paraguay,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Nepal,1,0,,,1,Mon Mar  9 23:57:47 PDT 2020,1583823467
Sri Lanka,1,0,,,1,Mon Mar  9 23:57:47 PDT 2020,1583823467
North Macedonia,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Lithuania,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Monaco,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Ukraine,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Jordan,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Andorra,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Armenia,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Dominican Republic,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Liechtenstein,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Bhutan,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Gibraltar,1,0,1,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Serbia,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
Vatican City,1,0,,,,Mon Mar  9 23:57:47 PDT 2020,1583823467
TOTAL,114186,4019,5691,63,63976,Mon Mar  9 23:57:47 PDT 2020,1583823467
