OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Sat Mar  7 10:42:18 PST 2020,1583606538
South Korea,7041,48,,36,118,Sat Mar  7 10:42:18 PST 2020,1583606538
Iran,5823,145,,,1669,Sat Mar  7 10:42:18 PST 2020,1583606538
Italy,5883,233,462,,589,Sat Mar  7 10:42:18 PST 2020,1583606538
Germany,800,0,,2,17,Sat Mar  7 10:42:18 PST 2020,1583606538
Diamond Princess,696,7,33,,40,Sat Mar  7 10:42:18 PST 2020,1583606538
France,716,11,21,,12,Sat Mar  7 10:42:18 PST 2020,1583606538
Spain,500,10,11,,30,Sat Mar  7 10:42:18 PST 2020,1583606538
Japan,461,6,29,,10,Sat Mar  7 10:42:18 PST 2020,1583606538
United States,373,16,2,6,9,Sat Mar  7 10:42:18 PST 2020,1583606538
Switzerland,264,1,,,3,Sat Mar  7 10:42:18 PST 2020,1583606538
United Kingdom,206,2,,,12,Sat Mar  7 10:42:18 PST 2020,1583606538
Sweden,161,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Singapore,138,0,,8,90,Sat Mar  7 10:42:18 PST 2020,1583606538
Netherlands,188,1,1,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Norway,136,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Belgium,169,0,1,,1,Sat Mar  7 10:42:18 PST 2020,1583606538
Hong Kong,108,2,2,4,51,Sat Mar  7 10:42:18 PST 2020,1583606538
Malaysia,83,0,,,23,Sat Mar  7 10:42:18 PST 2020,1583606538
Austria,79,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Australia,62,2,,,22,Sat Mar  7 10:42:18 PST 2020,1583606538
Canada,60,0,,1,8,Sat Mar  7 10:42:18 PST 2020,1583606538
Kuwait,58,0,0,0,0,Sat Mar  7 10:42:18 PST 2020,1583606538
Bahrain,56,0,,,1,Sat Mar  7 10:42:18 PST 2020,1583606538
Iceland,50,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Thailand,47,1,1,,31,Sat Mar  7 10:42:18 PST 2020,1583606538
Iraq,46,3,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Taiwan,45,1,0,0,12,Sat Mar  7 10:42:18 PST 2020,1583606538
Greece,45,0,1,,,Sat Mar  7 10:42:18 PST 2020,1583606538
UAE,43,0,2,,7,Sat Mar  7 10:42:18 PST 2020,1583606538
India,34,0,,,3,Sat Mar  7 10:42:18 PST 2020,1583606538
Czech Republic,19,0,0,0,0,Sat Mar  7 10:42:18 PST 2020,1583606538
Ireland,19,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Algeria,17,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Israel,17,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Vietnam,20,0,,,16,Sat Mar  7 10:42:18 PST 2020,1583606538
San Marino,16,1,3,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Lebanon,16,0,,1,,Sat Mar  7 10:42:18 PST 2020,1583606538
Oman,16,0,,,2,Sat Mar  7 10:42:18 PST 2020,1583606538
Denmark,15,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Ecuador,14,0,,1,,Sat Mar  7 10:42:18 PST 2020,1583606538
Brazil,13,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Romania,13,0,,,3,Sat Mar  7 10:42:18 PST 2020,1583606538
Finland,12,0,,,1,Sat Mar  7 10:42:18 PST 2020,1583606538
Portugal,13,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Macau,10,0,,,6,Sat Mar  7 10:42:18 PST 2020,1583606538
Croatia,10,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Georgia,9,0,1,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Qatar,8,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Argentina,8,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Saudi Arabia,7,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Belarus,6,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Azerbaijan,6,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Slovenia,6,0,,,0,Sat Mar  7 10:42:18 PST 2020,1583606538
Mexico,6,0,,,1,Sat Mar  7 10:42:18 PST 2020,1583606538
New Zealand,5,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Estonia,5,0,0,0,0,Sat Mar  7 10:42:18 PST 2020,1583606538
Pakistan,5,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
Philippines,5,1,1,,2,Sat Mar  7 10:42:18 PST 2020,1583606538
Poland,5,0,0,0,0,Sat Mar  7 10:42:18 PST 2020,1583606538
Chile,5,0,,,,Sat Mar  7 10:42:18 PST 2020,1583606538
