OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80778,3158,4492,,61475,Wed Mar 11 17:03:20 PDT 2020,1583971400
Italy,12462,827,1028,,1045,Wed Mar 11 17:03:20 PDT 2020,1583971400
Iran,9000,354,,,2959,Wed Mar 11 17:03:20 PDT 2020,1583971400
South Korea,7755,60,,36,288,Wed Mar 11 17:03:20 PDT 2020,1583971400
France,2281,48,105,,12,Wed Mar 11 17:03:20 PDT 2020,1583971400
Spain,2222,54,126,,183,Wed Mar 11 17:03:20 PDT 2020,1583971400
Germany,1908,3,,2,25,Wed Mar 11 17:03:20 PDT 2020,1583971400
United States,1188,36,2,6,9,Wed Mar 11 17:03:20 PDT 2020,1583971400
Diamond Princess,696,7,18,,245,Wed Mar 11 17:03:20 PDT 2020,1583971400
Switzerland,642,4,,,4,Wed Mar 11 17:03:20 PDT 2020,1583971400
Norway,596,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Japan,581,10,31,,59,Wed Mar 11 17:03:20 PDT 2020,1583971400
Denmark*,516,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Netherlands,503,5,1,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Sweden,500,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
United Kingdom,456,6,,,12,Wed Mar 11 17:03:20 PDT 2020,1583971400
Belgium,314,1,1,1,1,Wed Mar 11 17:03:20 PDT 2020,1583971400
Austria,246,0,,,4,Wed Mar 11 17:03:20 PDT 2020,1583971400
Qatar,238,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Bahrain,195,0,,1,35,Wed Mar 11 17:03:20 PDT 2020,1583971400
Singapore,178,0,,9,96,Wed Mar 11 17:03:20 PDT 2020,1583971400
Malaysia,149,0,2,,26,Wed Mar 11 17:03:20 PDT 2020,1583971400
Hong Kong,121,2,2,4,59,Wed Mar 11 17:03:20 PDT 2020,1583971400
Australia,127,3,,,24,Wed Mar 11 17:03:20 PDT 2020,1583971400
Canada,109,1,,1,9,Wed Mar 11 17:03:20 PDT 2020,1583971400
Greece,99,0,2,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Iceland,85,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Israel,76,0,1,,3,Wed Mar 11 17:03:20 PDT 2020,1583971400
UAE,74,0,2,,17,Wed Mar 11 17:03:20 PDT 2020,1583971400
Kuwait,72,0,2,1,2,Wed Mar 11 17:03:20 PDT 2020,1583971400
Czech Republic,94,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
San Marino,62,2,5,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Lebanon,61,2,,3,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Iraq,60,5,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
India,60,0,,,4,Wed Mar 11 17:03:20 PDT 2020,1583971400
Egypt,60,1,,,27,Wed Mar 11 17:03:20 PDT 2020,1583971400
Thailand,59,1,1,,34,Wed Mar 11 17:03:20 PDT 2020,1583971400
Finland,59,0,,,1,Wed Mar 11 17:03:20 PDT 2020,1583971400
Portugal,59,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Brazil,52,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Philippines,49,2,1,,2,Wed Mar 11 17:03:20 PDT 2020,1583971400
Taiwan,48,1,0,0,17,Wed Mar 11 17:03:20 PDT 2020,1583971400
Saudi Arabia,45,0,,,1,Wed Mar 11 17:03:20 PDT 2020,1583971400
Ireland,43,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Vietnam,37,0,,,16,Wed Mar 11 17:03:20 PDT 2020,1583971400
Slovenia,31,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Indonesia,34,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Romania,32,0,,,6,Wed Mar 11 17:03:20 PDT 2020,1583971400
Poland,31,0,2,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Palestine,30,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Algeria,20,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Pakistan,19,0,,,2,Wed Mar 11 17:03:20 PDT 2020,1583971400
Chile,17,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Oman,16,0,,,2,Wed Mar 11 17:03:20 PDT 2020,1583971400
Russia,15,0,,,3,Wed Mar 11 17:03:20 PDT 2020,1583971400
Ecuador,15,0,,1,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Georgia,15,0,1,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
South Africa,13,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Argentina,12,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Croatia,12,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Serbia,12,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Albania,12,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Macau,10,0,,,6,Wed Mar 11 17:03:20 PDT 2020,1583971400
Estonia,10,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Costa Rica,9,0,1,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Hungary,9,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Colombia,9,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Panama,8,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Maldives,8,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Bosnia,7,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Mexico,7,0,1,,4,Wed Mar 11 17:03:20 PDT 2020,1583971400
Peru,7,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Afghanistan,7,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Luxembourg,7,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
North Macedonia,7,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Slovakia,7,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Bulgaria,7,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Tunisia,6,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Belarus,6,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Azerbaijan,6,0,,,3,Wed Mar 11 17:03:20 PDT 2020,1583971400
Latvia,6,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Cyprus,6,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
New Zealand,5,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Dominican Republic,5,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Paraguay,5,0,1,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Malta,5,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Senegal,4,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Bangladesh,3,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Morocco,3,1,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Lithuania,3,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Cambodia,3,0,,,1,Wed Mar 11 17:03:20 PDT 2020,1583971400
Moldova,3,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Honduras,2,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Cameroon,2,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Nigeria,2,0,0,0,0,Wed Mar 11 17:03:20 PDT 2020,1583971400
Sri Lanka,2,0,,,1,Wed Mar 11 17:03:20 PDT 2020,1583971400
Jamaica,2,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Togo,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Nepal,1,0,,,1,Wed Mar 11 17:03:20 PDT 2020,1583971400
Monaco,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Ukraine,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Jordan,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Andorra,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Armenia,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Liechtenstein,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Bhutan,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Gibraltar,1,0,1,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Vatican City,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Turkey,1,0,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
Queue,690,,,,,Wed Mar 11 17:03:20 PDT 2020,1583971400
TOTAL,126251,4601,5829,65,66723,Wed Mar 11 17:03:20 PDT 2020,1583971400
