china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,Thailand,43,1,1,,30,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Taiwan,41,1,,,12,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,United Kingdom,51,0,,,8,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Switzerland,37,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Australia,33,1,,,21,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Canada,33,0,,,3,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Sweden,30,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Malaysia,36,0,,,22,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Iraq,31,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Norway,33,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,UAE,21,0,2,,5,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Austria,24,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Netherlands,23,0,,1,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Vietnam,16,0,,,16,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Iceland,14,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Lebanon,13,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Israel,12,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Macau,10,0,,,6,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Belgium,13,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Croatia,8,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,San Marino,8,1,1,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Qatar,7,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Finland,7,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Greece,7,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Ecuador,7,0,,1,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Oman,12,0,,,2,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Mexico,5,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Algeria,5,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Pakistan,5,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,India,5,0,,,3,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Denmark,4,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Czech Republic,5,0,0,0,0,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Azerbaijan,3,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Philippines,3,1,,,2,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Russia,3,0,,,2,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Georgia,3,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Romania,4,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Egypt,2,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Indonesia,2,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Portugal,2,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Brazil,2,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Ireland,2,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Nepal,1,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Cambodia,1,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Sri Lanka,1,0,,,1,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Afghanistan,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,North Macedonia,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Estonia,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Nigeria,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Lithuania,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,New Zealand,2,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Belarus,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Monaco,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Luxembourg,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Ukraine,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Morocco,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Latvia,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Senegal,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Saudi Arabia,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Tunisia,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Jordan,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Andorra,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Armenia,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Dominican Republic,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Chile,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Argentina,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,Liechtenstein,1,0,,,,Tue Mar  3 17:50:49 PST 2020,1583286649
outside,TOTAL,12810,221,249,36,830,Tue Mar  3 17:50:49 PST 2020,1583286649
