OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
South Korea,6593,42,27,25,108,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Iran,4747,124,,,913,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Italy,4636,197,462,,523,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Germany,639,0,,2,17,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
France,613,9,23,,12,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Japan,350,6,29,,10,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Spain,296,3,7,,2,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
United States,272,14,2,6,9,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Switzerland,210,1,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
United Kingdom,164,1,,,12,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Sweden,136,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Singapore,130,0,,9,82,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Netherlands,128,1,1,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Belgium,109,0,1,,1,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Hong Kong,108,2,2,4,51,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Norway,101,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Malaysia,83,0,,,23,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Australia,61,2,,,22,,Fri Mar  6 14:13:50 PST 2020,1583532830
Kuwait,58,0,0,0,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Austria,55,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Bahrain,49,0,,,1,,Fri Mar  6 14:13:50 PST 2020,1583532830
Canada,48,0,,1,8,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Thailand,47,1,1,,31,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Taiwan,45,1,0,0,12,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Greece,45,0,1,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Iraq,35,2,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Iceland,34,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
India,30,0,,,3,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
UAE,27,0,2,,5,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Ireland,18,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Algeria,17,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Israel,17,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Vietnam,16,0,,,16,,Fri Mar  6 14:13:50 PST 2020,1583532830
San Marino,16,1,3,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Lebanon,16,0,,1,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
