OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Iceland,34,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
India,30,0,,,3,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
UAE,27,0,2,,5,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Ireland,18,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Algeria,17,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Israel,17,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Vietnam,17,0,,,16,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
San Marino,16,1,3,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Lebanon,16,0,,1,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Oman,16,0,,,2,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Denmark,15,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Ecuador,13,0,,1,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Brazil,13,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Finland,12,0,,,1,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Macau,10,0,,,6,,Fri Mar  6 16:12:23 PST 2020,1583539943
Croatia,10,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Georgia,9,0,1,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Qatar,8,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Portugal,8,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Romania,8,0,,,3,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Belarus,6,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Azerbaijan,6,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Slovenia,6,0,,,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Mexico,5,0,,,1,,Fri Mar  6 16:12:23 PST 2020,1583539943
Estonia,5,0,0,0,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Saudi Arabia,5,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Pakistan,5,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Philippines,5,1,1,,2,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Poland,5,0,0,0,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Chile,5,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Senegal,4,0,0,0,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Palestine,4,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Russia,4,0,,,2,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
New Zealand,4,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Indonesia,4,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Egypt,3,0,,,1,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Hungary,2,0,0,0,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Morocco,2,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Bosnia,2,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Luxembourg,2,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Cameroon,2,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Nepal,1,0,,,1,,Fri Mar  6 16:12:23 PST 2020,1583539943
Cambodia,1,0,,,1,,Fri Mar  6 16:12:23 PST 2020,1583539943
Sri Lanka,1,0,,,1,,Fri Mar  6 16:12:23 PST 2020,1583539943
Afghanistan,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
North Macedonia,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Nigeria,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Lithuania,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Monaco,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Ukraine,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Latvia,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Tunisia,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Jordan,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Andorra,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Armenia,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Dominican Republic,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Argentina,1,0,,,,,Fri Mar  6 16:12:23 PST 2020,1583539943
Liechtenstein,1,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Bhutan,1,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Gibraltar,1,0,1,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Serbia,1,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Vatican City,1,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Colombia,1,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
South Africa,1,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
TOTAL,101499,3456,6335,49,55648,,Fri Mar  6 16:12:23 PST 2020,1583539943
