OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
South Korea,6593,42,27,25,108,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Iran,4747,124,,,913,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Italy,4636,197,462,,523,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Germany,639,0,,2,17,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
France,613,9,23,,12,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Japan,350,6,29,,10,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
United States,316,14,2,6,9,,Fri Mar  6 16:12:23 PST 2020,1583539943
Spain,296,3,7,,2,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Switzerland,210,1,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
United Kingdom,164,1,,,12,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Sweden,136,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Singapore,130,0,,9,82,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Netherlands,128,1,1,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Belgium,109,0,1,,1,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Hong Kong,108,2,2,4,51,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Norway,101,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Malaysia,83,0,,,23,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Australia,61,2,,,22,,Fri Mar  6 16:12:23 PST 2020,1583539943
Kuwait,58,0,0,0,0,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Austria,55,0,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Bahrain,49,0,,,1,,Fri Mar  6 16:12:23 PST 2020,1583539943
Canada,52,0,,1,8,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Thailand,47,1,1,,31,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Taiwan,45,1,0,0,12,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Greece,45,0,1,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
Iraq,35,2,,,,Source,Fri Mar  6 16:12:23 PST 2020,1583539943
