OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Egypt,3,0,,,1,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Hungary,2,0,0,0,0,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Morocco,2,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Bosnia,2,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Luxembourg,2,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Nepal,1,0,,,1,,Fri Mar  6 11:13:20 PST 2020,1583522000
Cambodia,1,0,,,1,,Fri Mar  6 11:13:20 PST 2020,1583522000
Sri Lanka,1,0,,,1,,Fri Mar  6 11:13:20 PST 2020,1583522000
Afghanistan,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
North Macedonia,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Nigeria,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Lithuania,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Monaco,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Ukraine,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Latvia,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Tunisia,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Jordan,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Andorra,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Armenia,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Dominican Republic,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Argentina,1,0,,,,,Fri Mar  6 11:13:20 PST 2020,1583522000
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Bhutan,1,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Serbia,1,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Vatican City,1,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
Cameroon,1,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
South Africa,1,0,,,,Source,Fri Mar  6 11:13:20 PST 2020,1583522000
TOTAL,101206,3456,6334,47,55630,,Fri Mar  6 11:13:20 PST 2020,1583522000
