OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80695,3097,5264,,57065,Sat Mar  7 18:53:07 PST 2020,1583635987
South Korea,7134,50,,36,118,Sat Mar  7 18:53:07 PST 2020,1583635987
Iran,5823,145,,,1669,Sat Mar  7 18:53:07 PST 2020,1583635987
Italy,5883,233,462,,589,Sat Mar  7 18:53:07 PST 2020,1583635987
Germany,800,0,,2,17,Sat Mar  7 18:53:07 PST 2020,1583635987
Diamond Princess,696,7,33,,40,Sat Mar  7 18:53:07 PST 2020,1583635987
France,949,16,21,,12,Sat Mar  7 18:53:07 PST 2020,1583635987
Spain,516,10,11,,30,Sat Mar  7 18:53:07 PST 2020,1583635987
Japan,461,6,29,,10,Sat Mar  7 18:53:07 PST 2020,1583635987
United States,439,19,2,6,9,Sat Mar  7 18:53:07 PST 2020,1583635987
Switzerland,264,1,,,3,Sat Mar  7 18:53:07 PST 2020,1583635987
United Kingdom,209,2,,,12,Sat Mar  7 18:53:07 PST 2020,1583635987
Sweden,161,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Singapore,138,0,,8,90,Sat Mar  7 18:53:07 PST 2020,1583635987
Netherlands,188,1,1,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Norway,156,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Belgium,169,0,1,,1,Sat Mar  7 18:53:07 PST 2020,1583635987
Hong Kong,108,2,2,4,51,Sat Mar  7 18:53:07 PST 2020,1583635987
Malaysia,93,0,,,23,Sat Mar  7 18:53:07 PST 2020,1583635987
Austria,79,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Australia,77,3,,,22,Sat Mar  7 18:53:07 PST 2020,1583635987
Greece,66,0,1,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Bahrain,62,0,,,6,Sat Mar  7 18:53:07 PST 2020,1583635987
Kuwait,61,0,0,0,0,Sat Mar  7 18:53:07 PST 2020,1583635987
Canada,60,0,,1,8,Sat Mar  7 18:53:07 PST 2020,1583635987
Iceland,50,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Egypt,48,0,,,1,Sat Mar  7 18:53:07 PST 2020,1583635987
Thailand,47,1,1,,31,Sat Mar  7 18:53:07 PST 2020,1583635987
Iraq,46,3,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Taiwan,45,1,0,0,12,Sat Mar  7 18:53:07 PST 2020,1583635987
UAE,45,0,2,,7,Sat Mar  7 18:53:07 PST 2020,1583635987
India,34,0,,,3,Sat Mar  7 18:53:07 PST 2020,1583635987
Lebanon,28,0,,1,,Sat Mar  7 18:53:07 PST 2020,1583635987
Portugal,21,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Vietnam,21,0,,,16,Sat Mar  7 18:53:07 PST 2020,1583635987
Czech Republic,19,0,0,0,0,Sat Mar  7 18:53:07 PST 2020,1583635987
Finland,19,0,,,1,Sat Mar  7 18:53:07 PST 2020,1583635987
Brazil,19,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
Ireland,19,0,,,,Sat Mar  7 18:53:07 PST 2020,1583635987
