OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Fri Mar  6 19:31:39 PST 2020,1583551899
South Korea,6767,44,27,25,108,Fri Mar  6 19:31:39 PST 2020,1583551899
Iran,4747,124,,,913,Fri Mar  6 19:31:39 PST 2020,1583551899
Italy,4636,197,462,,523,Fri Mar  6 19:31:39 PST 2020,1583551899
Diamond Princess,696,6,34,,40,Fri Mar  6 19:31:39 PST 2020,1583551899
Germany,670,0,,2,17,Fri Mar  6 19:31:39 PST 2020,1583551899
France,613,9,23,,12,Fri Mar  6 19:31:39 PST 2020,1583551899
Spain,402,5,7,,2,Fri Mar  6 19:31:39 PST 2020,1583551899
Japan,350,6,29,,10,Fri Mar  6 19:31:39 PST 2020,1583551899
United States,322,14,2,6,9,Fri Mar  6 19:31:39 PST 2020,1583551899
Switzerland,210,1,,,3,Fri Mar  6 19:31:39 PST 2020,1583551899
United Kingdom,164,1,,,12,Fri Mar  6 19:31:39 PST 2020,1583551899
Sweden,137,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Singapore,130,0,,9,82,Fri Mar  6 19:31:39 PST 2020,1583551899
Netherlands,128,1,1,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Norway,127,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Belgium,109,0,1,,1,Fri Mar  6 19:31:39 PST 2020,1583551899
Hong Kong,108,2,2,4,51,Fri Mar  6 19:31:39 PST 2020,1583551899
Malaysia,83,0,,,23,Fri Mar  6 19:31:39 PST 2020,1583551899
Austria,66,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Australia,61,2,,,22,Fri Mar  6 19:31:39 PST 2020,1583551899
Kuwait,58,0,0,0,0,Fri Mar  6 19:31:39 PST 2020,1583551899
Bahrain,56,0,,,1,Fri Mar  6 19:31:39 PST 2020,1583551899
Canada,54,0,,1,8,Fri Mar  6 19:31:39 PST 2020,1583551899
Thailand,47,1,1,,31,Fri Mar  6 19:31:39 PST 2020,1583551899
Iraq,46,3,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Taiwan,45,1,0,0,12,Fri Mar  6 19:31:39 PST 2020,1583551899
Greece,45,0,1,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Iceland,45,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
India,31,0,,,3,Fri Mar  6 19:31:39 PST 2020,1583551899
UAE,43,0,2,,7,Fri Mar  6 19:31:39 PST 2020,1583551899
Czech Republic,19,0,0,0,0,Fri Mar  6 19:31:39 PST 2020,1583551899
Ireland,18,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Algeria,17,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Israel,17,0,,,,Fri Mar  6 19:31:39 PST 2020,1583551899
Vietnam,17,0,,,16,Fri Mar  6 19:31:39 PST 2020,1583551899
San Marino,16,1,3,,,Fri Mar  6 19:31:39 PST 2020,1583551899
