OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80695,3097,5264,,57065,Sat Mar  7 18:07:06 PST 2020,1583633226
South Korea,7134,50,,36,118,Sat Mar  7 18:07:06 PST 2020,1583633226
Iran,5823,145,,,1669,Sat Mar  7 18:07:06 PST 2020,1583633226
Italy,5883,233,462,,589,Sat Mar  7 18:07:06 PST 2020,1583633226
Germany,800,0,,2,17,Sat Mar  7 18:07:06 PST 2020,1583633226
Diamond Princess,696,7,33,,40,Sat Mar  7 18:07:06 PST 2020,1583633226
France,949,16,21,,12,Sat Mar  7 18:07:06 PST 2020,1583633226
Spain,500,10,11,,30,Sat Mar  7 18:07:06 PST 2020,1583633226
Japan,461,6,29,,10,Sat Mar  7 18:07:06 PST 2020,1583633226
United States,438,19,2,6,9,Sat Mar  7 18:07:06 PST 2020,1583633226
Switzerland,264,1,,,3,Sat Mar  7 18:07:06 PST 2020,1583633226
United Kingdom,209,2,,,12,Sat Mar  7 18:07:06 PST 2020,1583633226
Sweden,161,0,,,,Sat Mar  7 18:07:06 PST 2020,1583633226
Singapore,138,0,,8,90,Sat Mar  7 18:07:06 PST 2020,1583633226
Netherlands,188,1,1,,,Sat Mar  7 18:07:06 PST 2020,1583633226
Norway,156,0,,,,Sat Mar  7 18:07:06 PST 2020,1583633226
Belgium,169,0,1,,1,Sat Mar  7 18:07:06 PST 2020,1583633226
Hong Kong,108,2,2,4,51,Sat Mar  7 18:07:06 PST 2020,1583633226
Malaysia,93,0,,,23,Sat Mar  7 18:07:06 PST 2020,1583633226
Austria,79,0,,,,Sat Mar  7 18:07:06 PST 2020,1583633226
Australia,75,2,,,22,Sat Mar  7 18:07:06 PST 2020,1583633226
Greece,66,0,1,,,Sat Mar  7 18:07:06 PST 2020,1583633226
Bahrain,62,0,,,6,Sat Mar  7 18:07:06 PST 2020,1583633226
Kuwait,61,0,0,0,0,Sat Mar  7 18:07:06 PST 2020,1583633226
Canada,60,0,,1,8,Sat Mar  7 18:07:06 PST 2020,1583633226
Iceland,50,0,,,,Sat Mar  7 18:07:06 PST 2020,1583633226
Egypt,48,0,,,1,Sat Mar  7 18:07:06 PST 2020,1583633226
Thailand,47,1,1,,31,Sat Mar  7 18:07:06 PST 2020,1583633226
Iraq,46,3,,,,Sat Mar  7 18:07:06 PST 2020,1583633226
