OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
Mainland China,80651,3070,5489,,55404,Fri Mar  6 17:27:55 PST 2020,1583544475
South Korea,6593,42,27,25,108,Fri Mar  6 17:27:55 PST 2020,1583544475
Iran,4747,124,,,913,Fri Mar  6 17:27:55 PST 2020,1583544475
Italy,4636,197,462,,523,Fri Mar  6 17:27:55 PST 2020,1583544475
Diamond Princess,696,6,34,,40,Fri Mar  6 17:27:55 PST 2020,1583544475
Germany,639,0,,2,17,Fri Mar  6 17:27:55 PST 2020,1583544475
France,613,9,23,,12,Fri Mar  6 17:27:55 PST 2020,1583544475
Japan,350,6,29,,10,Fri Mar  6 17:27:55 PST 2020,1583544475
United States,320,14,2,6,9,Fri Mar  6 17:27:55 PST 2020,1583544475
Spain,296,3,7,,2,Fri Mar  6 17:27:55 PST 2020,1583544475
Switzerland,210,1,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
United Kingdom,164,1,,,12,Fri Mar  6 17:27:55 PST 2020,1583544475
Sweden,136,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Singapore,130,0,,9,82,Fri Mar  6 17:27:55 PST 2020,1583544475
Netherlands,128,1,1,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Belgium,109,0,1,,1,Fri Mar  6 17:27:55 PST 2020,1583544475
Hong Kong,108,2,2,4,51,Fri Mar  6 17:27:55 PST 2020,1583544475
Norway,101,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Malaysia,83,0,,,23,Fri Mar  6 17:27:55 PST 2020,1583544475
Australia,61,2,,,22,Fri Mar  6 17:27:55 PST 2020,1583544475
Kuwait,58,0,0,0,0,Fri Mar  6 17:27:55 PST 2020,1583544475
Austria,55,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Bahrain,49,0,,,1,Fri Mar  6 17:27:55 PST 2020,1583544475
Canada,52,0,,1,8,Fri Mar  6 17:27:55 PST 2020,1583544475
Thailand,47,1,1,,31,Fri Mar  6 17:27:55 PST 2020,1583544475
Taiwan,45,1,0,0,12,Fri Mar  6 17:27:55 PST 2020,1583544475
Greece,45,0,1,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Iraq,35,2,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Iceland,34,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
India,30,0,,,3,Fri Mar  6 17:27:55 PST 2020,1583544475
UAE,43,0,2,,7,Fri Mar  6 17:27:55 PST 2020,1583544475
Czech Republic,19,0,0,0,0,Fri Mar  6 17:27:55 PST 2020,1583544475
Ireland,18,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Algeria,17,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Israel,17,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Vietnam,17,0,,,16,Fri Mar  6 17:27:55 PST 2020,1583544475
San Marino,16,1,3,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Lebanon,16,0,,1,,Fri Mar  6 17:27:55 PST 2020,1583544475
Oman,16,0,,,2,Fri Mar  6 17:27:55 PST 2020,1583544475
Denmark,15,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Ecuador,13,0,,1,,Fri Mar  6 17:27:55 PST 2020,1583544475
Brazil,13,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Finland,12,0,,,1,Fri Mar  6 17:27:55 PST 2020,1583544475
Macau,10,0,,,6,Fri Mar  6 17:27:55 PST 2020,1583544475
Croatia,10,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Georgia,9,0,1,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Qatar,8,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
Portugal,8,0,,,,Fri Mar  6 17:27:55 PST 2020,1583544475
