OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Afghanistan,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
North Macedonia,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Nigeria,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Lithuania,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Monaco,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Ukraine,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Latvia,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Tunisia,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Jordan,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Andorra,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Armenia,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Dominican Republic,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Argentina,1,0,,,,,Fri Mar  6 12:01:17 PST 2020,1583524877
Liechtenstein,1,0,,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
Bhutan,1,0,,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
Gibraltar,1,0,1,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
Serbia,1,0,,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
Vatican City,1,0,,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
Cameroon,1,0,,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
South Africa,1,0,,,,Source,Fri Mar  6 12:01:17 PST 2020,1583524877
TOTAL,101413,3456,6335,47,55630,,Fri Mar  6 12:01:17 PST 2020,1583524877
