OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Mainland China,80555,3042,5737,,53726,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
South Korea,6593,42,27,25,108,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Iran,4747,124,,,913,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Italy,4636,197,462,,523,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Diamond Princess,696,6,34,,40,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Germany,639,0,,2,17,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
France,613,9,23,,12,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Japan,350,6,29,,10,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Spain,296,3,7,,2,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
United States,272,14,2,6,9,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Switzerland,210,1,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
United Kingdom,164,1,,,12,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Sweden,136,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Singapore,130,0,,9,82,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Netherlands,128,1,1,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Belgium,109,0,1,,1,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Hong Kong,108,2,2,4,51,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Norway,101,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Malaysia,83,0,,,23,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Australia,61,2,,,22,,Fri Mar  6 13:29:32 PST 2020,1583530172
Kuwait,58,0,0,0,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Austria,55,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Bahrain,49,0,,,1,,Fri Mar  6 13:29:32 PST 2020,1583530172
Canada,48,0,,1,8,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Thailand,47,1,1,,31,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Taiwan,45,1,0,0,12,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Greece,45,0,1,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Iraq,35,2,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Iceland,34,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
India,30,0,,,3,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
UAE,27,0,2,,5,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Ireland,18,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Algeria,17,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Israel,17,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Vietnam,16,0,,,16,,Fri Mar  6 13:29:32 PST 2020,1583530172
San Marino,16,1,3,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Lebanon,16,0,,1,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Oman,16,0,,,2,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Denmark,15,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Ecuador,13,0,,1,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Brazil,13,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Finland,12,0,,,1,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Macau,10,0,,,6,,Fri Mar  6 13:29:32 PST 2020,1583530172
Croatia,10,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Georgia,9,0,1,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Qatar,8,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Portugal,8,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Romania,8,0,,,3,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Belarus,6,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Azerbaijan,6,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Slovenia,6,0,,,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Mexico,5,0,,,1,,Fri Mar  6 13:29:32 PST 2020,1583530172
Estonia,5,0,0,0,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Saudi Arabia,5,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Pakistan,5,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Philippines,5,1,1,,2,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Poland,5,0,0,0,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Chile,5,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Senegal,4,0,0,0,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Palestine,4,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Russia,4,0,,,2,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
New Zealand,4,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Indonesia,4,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Egypt,3,0,,,1,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Hungary,2,0,0,0,0,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Morocco,2,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Bosnia,2,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Luxembourg,2,0,,,,Source,Fri Mar  6 13:29:32 PST 2020,1583530172
Nepal,1,0,,,1,,Fri Mar  6 13:29:32 PST 2020,1583530172
Cambodia,1,0,,,1,,Fri Mar  6 13:29:32 PST 2020,1583530172
Sri Lanka,1,0,,,1,,Fri Mar  6 13:29:32 PST 2020,1583530172
Afghanistan,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
North Macedonia,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Nigeria,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Lithuania,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
Monaco,1,0,,,,,Fri Mar  6 13:29:32 PST 2020,1583530172
